"Date","Unique Sellers"
"2020-12-25",80247
"2020-12-26",80380
"2020-12-27",80488
"2020-12-28",80536
"2020-12-29",80575
"2020-12-30",80617
"2020-12-31",80686
"2021-01-01",80773
"2021-01-02",80857
"2021-01-03",80910
"2021-01-04",80954
"2021-01-05",81011
"2021-01-06",81073
"2021-01-07",81124
"2021-01-08",81161
"2021-01-09",81189
"2021-01-10",81269
"2021-01-11",81308
"2021-01-12",81360
"2021-01-13",81398
"2021-01-14",81454
"2021-01-15",81549
"2021-01-16",81585
"2021-01-17",81685
"2021-01-18",81807
"2021-01-19",81861
"2021-01-20",81930
"2021-01-21",81963
"2021-01-22",82011
"2021-01-23",82038
"2021-01-24",82167
"2021-01-25",82238
"2021-01-26",82299
"2021-01-27",82380
"2021-01-28",82506
"2021-01-29",82605
"2021-01-30",82688
"2021-01-31",82814
"2021-02-01",82994
"2021-02-02",83309
"2021-02-03",83497
"2021-02-04",83656
"2021-02-05",83764
"2021-02-06",83961
"2021-02-07",84071
"2021-02-08",84232
"2021-02-09",84338
"2021-02-10",84399
"2021-02-11",84620
"2021-02-12",84782
"2021-02-13",84936
"2021-02-14",85165
"2021-02-15",85351
"2021-02-16",85625
"2021-02-17",85933
"2021-02-18",86212
"2021-02-19",86513
"2021-02-20",86715
"2021-02-21",86990
"2021-02-22",87135
"2021-02-23",87350
"2021-02-24",87712
"2021-02-25",88002
"2021-02-26",88485
"2021-02-27",89045
"2021-02-28",89476
"2021-03-01",89858
"2021-03-02",90439
"2021-03-03",90949
"2021-03-04",91342
"2021-03-05",91824
"2021-03-06",92295
"2021-03-07",92800
"2021-03-08",93338
"2021-03-09",93880
"2021-03-10",94438
"2021-03-11",94894
"2021-03-12",95452
"2021-03-13",95984
"2021-03-14",96654
"2021-03-15",97144
"2021-03-16",97707
"2021-03-17",98242
"2021-03-18",98853
"2021-03-19",99434
"2021-03-20",99890
"2021-03-21",100563
"2021-03-22",101100
"2021-03-23",101510
"2021-03-24",101933
"2021-03-25",102177
"2021-03-26",102583
"2021-03-27",102989
"2021-03-28",103368
"2021-03-29",103766
"2021-03-30",104378
"2021-03-31",104770
"2021-04-01",105230
"2021-04-02",105634
"2021-04-03",106161
"2021-04-04",106695
"2021-04-05",107205
"2021-04-06",107600
"2021-04-07",107972
"2021-04-08",108391
"2021-04-09",108774
"2021-04-10",109102
"2021-04-11",109455
"2021-04-12",109691
"2021-04-13",110030
"2021-04-14",110369
"2021-04-15",110754
"2021-04-16",111084
"2021-04-17",111300
"2021-04-18",111518
"2021-04-19",111656
"2021-04-20",111691
"2021-04-21",111939
"2021-04-22",112194
"2021-04-23",112452
"2021-04-24",112827
"2021-04-25",113130
"2021-04-26",113401
"2021-04-27",113685
"2021-04-28",113889
"2021-04-29",114367
"2021-04-30",114736
"2021-05-01",115496
"2021-05-02",116232
"2021-05-03",116827
"2021-05-04",117427
"2021-05-05",118067
"2021-05-06",118746
"2021-05-07",119259
"2021-05-08",119573
"2021-05-09",119923
"2021-05-10",120164
"2021-05-11",120345
"2021-05-12",120504
"2021-05-13",120863
"2021-05-14",121165
"2021-05-15",121680
"2021-05-16",122172
"2021-05-17",122723
"2021-05-18",123267
"2021-05-19",123749
"2021-05-20",124334
"2021-05-21",124801
"2021-05-22",125275
"2021-05-23",125705
"2021-05-24",126260
"2021-05-25",126697
"2021-05-26",127335
"2021-05-27",128046
"2021-05-28",128688
"2021-05-29",129443
"2021-05-30",130309
"2021-05-31",131194
"2021-06-01",131829
"2021-06-02",132536
"2021-06-03",133240
"2021-06-04",133908
"2021-06-05",134595
"2021-06-06",135348
"2021-06-07",135828
"2021-06-08",136424
"2021-06-09",137091
"2021-06-10",137945
"2021-06-11",138720
"2021-06-12",139309
"2021-06-13",140160
"2021-06-14",140724
"2021-06-15",141643
"2021-06-16",142482
"2021-06-17",143334
"2021-06-18",144416
"2021-06-19",145482
"2021-06-20",146601
"2021-06-21",147957
"2021-06-22",148742
"2021-06-23",149586
"2021-06-24",150693
"2021-06-25",151694
"2021-06-26",153015
"2021-06-27",154577
"2021-06-28",155978
"2021-06-29",158116
"2021-06-30",159776
"2021-07-01",161677
"2021-07-02",163222
"2021-07-03",164889
"2021-07-04",166700
"2021-07-05",168637
"2021-07-06",170438
"2021-07-07",172554
"2021-07-08",175004
"2021-07-09",177028
"2021-07-10",178752
"2021-07-11",180429
"2021-07-12",181606
"2021-07-13",183295
"2021-07-14",185637
"2021-07-15",188854
"2021-07-16",191220
"2021-07-17",193052
"2021-07-18",194789
"2021-07-19",197060
"2021-07-20",199080
"2021-07-21",201128
"2021-07-22",203406
"2021-07-23",207584
"2021-07-24",210966
"2021-07-25",214239
"2021-07-26",216048
"2021-07-27",217647
"2021-07-28",219953
"2021-07-29",221844
"2021-07-30",224146
"2021-07-31",226978
"2021-08-01",229989
"2021-08-02",232568
"2021-08-03",236914
"2021-08-04",240511
"2021-08-05",244400
"2021-08-06",249025
"2021-08-07",252379
"2021-08-08",256450
"2021-08-09",261385
"2021-08-10",267398
"2021-08-11",273282
"2021-08-12",279055
"2021-08-13",284017
"2021-08-14",289405
"2021-08-15",294527
"2021-08-16",300313
"2021-08-17",306327
"2021-08-18",312312
"2021-08-19",317862
"2021-08-20",323478
"2021-08-21",329286
"2021-08-22",335559
"2021-08-23",340789
"2021-08-24",346530
"2021-08-25",352413
"2021-08-26",356787
"2021-08-27",361821
"2021-08-28",367155
"2021-08-29",372994
"2021-08-30",379194
"2021-08-31",384393
"2021-09-01",388925
"2021-09-02",393300
"2021-09-03",398537
"2021-09-04",404463
"2021-09-05",411140
"2021-09-06",417337
"2021-09-07",422775
"2021-09-08",426951
"2021-09-09",433378
"2021-09-10",439358
"2021-09-11",444370
"2021-09-12",449116
"2021-09-13",452389
"2021-09-14",457482
"2021-09-15",461782
"2021-09-16",466435
"2021-09-17",471721
"2021-09-18",476393
"2021-09-19",482455
"2021-09-20",487016
"2021-09-21",493053
"2021-09-22",497236
"2021-09-23",505082
"2021-09-24",512637
"2021-09-25",516023
"2021-09-26",518825
"2021-09-27",521036
"2021-09-28",522901
"2021-09-29",525938
"2021-09-30",225989
"2021-10-01",227372
"2021-10-02",228700
"2021-10-03",231074
"2021-10-04",233683
"2021-10-05",235539
"2021-10-06",237382
"2021-10-07",239005
"2021-10-08",240824
"2021-10-09",242232
"2021-10-10",243459
"2021-10-11",244603
"2021-10-12",245470
"2021-10-13",246359
"2021-10-14",247245
"2021-10-15",248259
"2021-10-16",249382
"2021-10-17",250479
"2021-10-18",262117
"2021-10-19",266632
"2021-10-20",269710
"2021-10-21",272142
"2021-10-22",274682
"2021-10-23",278272
"2021-10-24",281689
"2021-10-25",283924
"2021-10-26",285556
"2021-10-27",288367
"2021-10-28",289133
"2021-10-29",290329
"2021-10-30",292597
"2021-10-31",294720
"2021-11-01",295426
"2021-11-02",296549
"2021-11-03",297361
"2021-11-04",298417
"2021-11-05",298987
"2021-11-06",300968
"2021-11-07",302238
"2021-11-08",303070
"2021-11-09",304304
"2021-11-10",305521
"2021-11-11",306097
"2021-11-12",306505
"2021-11-13",308119
"2021-11-14",309518
"2021-11-15",363059
"2021-11-16",314578
"2021-11-17",320046
"2021-11-18",325083
"2021-11-19",328113
"2021-11-20",331730
"2021-11-21",335001
"2021-11-22",339175
"2021-11-23",346284
"2021-11-24",351376
"2021-11-25",353070
"2021-11-26",355182
"2021-11-27",357856
"2021-11-28",360642
"2021-11-29",364942
"2021-11-30",370329
"2021-12-01",375099
"2021-12-02",377769
"2021-12-03",380367
"2021-12-04",383050
"2021-12-05",390900
"2021-12-06",399467
"2021-12-07",409861
"2021-12-08",419504
"2021-12-09",420079
"2021-12-10",431981
"2021-12-11",443440
"2021-12-12",458895
"2021-12-13",474794
"2021-12-14",488145
"2021-12-15",499414
"2021-12-16",509544
"2021-12-17",520580
"2021-12-18",533232
"2021-12-19",545061
"2021-12-20",560071
"2021-12-21",571702
"2021-12-22",584366
"2021-12-23",596801
"2021-12-24",613198
"2021-12-25",623781
"2021-12-26",635471
"2021-12-27",940407
"2021-12-28",940746
"2021-12-29",941518
"2021-12-30",942971
"2021-12-31",943803
"2022-01-01",973605
"2022-01-02",975518
"2022-01-03",986653
"2022-01-04",996163
"2022-01-05",1015139
"2022-01-06",1037265
"2022-01-07",1049517
"2022-01-08",905710
"2022-01-09",1093652
"2022-01-10",1102050
"2022-01-11",1118414
"2022-01-12",1132436
"2022-01-13",1145345
"2022-01-14",1146776
"2022-01-15",1185073
"2022-01-16",1206586
"2022-01-17",1220640
"2022-01-18",1241661
"2022-01-19",1258825
"2022-01-20",1275807
"2022-01-21",1301304
"2022-01-22",1317342
"2022-01-23",1340930
"2022-01-24",1359397
"2022-01-25",1385567
"2022-01-26",1391617
"2022-01-27",1394388
"2022-01-28",1397345
"2022-01-29",1403083
"2022-01-30",1408724
"2022-01-31",1411603
"2022-02-01",1415374
"2022-02-02",1418417
"2022-02-03",1420823
"2022-02-04",1422107
"2022-02-05",1424330
"2022-02-06",1426445
"2022-02-07",1430044
"2022-02-08",1432539
"2022-02-09",1434866
"2022-02-10",1433709
