"Date","Primary Sales"
"2020-10-15",3198552
"2020-10-16",3200247
"2020-10-17",3202199
"2020-10-18",3204128
"2020-10-19",3205912
"2020-10-20",3207266
"2020-10-21",3208516
"2020-10-22",3209795
"2020-10-23",3211300
"2020-10-24",3214269
"2020-10-25",3218273
"2020-10-26",3220632
"2020-10-27",3223381
"2020-10-28",3225430
"2020-10-29",3227526
"2020-10-30",3229879
"2020-10-31",3233187
"2020-11-01",3235296
"2020-11-02",3236814
"2020-11-03",3238395
"2020-11-04",3240066
"2020-11-05",3241721
"2020-11-06",3243081
"2020-11-07",3244804
"2020-11-08",3247197
"2020-11-09",3249063
"2020-11-10",3250967
"2020-11-11",3252807
"2020-11-12",3268151
"2020-11-13",3269669
"2020-11-14",3272026
"2020-11-15",3273998
"2020-11-16",3275766
"2020-11-17",3276951
"2020-11-18",3278125
"2020-11-19",3279749
"2020-11-20",3281007
"2020-11-21",3282426
"2020-11-22",3283871
"2020-11-23",3284854
"2020-11-24",3285750
"2020-11-25",3287115
"2020-11-26",3288319
"2020-11-27",3291693
"2020-11-28",3294805
"2020-11-29",3297335
"2020-11-30",3298443
"2020-12-01",3299813
"2020-12-02",3301814
"2020-12-03",3303636
"2020-12-04",3305728
"2020-12-05",3308244
"2020-12-06",3310778
"2020-12-07",3312588
"2020-12-08",3314110
"2020-12-09",3315594
"2020-12-10",3317459
"2020-12-11",3324608
"2020-12-12",3327213
"2020-12-13",3329247
"2020-12-14",3330973
"2020-12-15",3332293
"2020-12-16",3333532
"2020-12-17",3334341
"2020-12-18",3336007
"2020-12-19",3337965
"2020-12-20",3340051
"2020-12-21",3341687
"2020-12-22",3343530
"2020-12-23",3345012
"2020-12-24",3346684
"2020-12-25",3347861
"2020-12-26",3349464
"2020-12-27",3351040
"2020-12-28",3352088
"2020-12-29",3353256
"2020-12-30",3354217
"2020-12-31",3355415
"2021-01-01",3358224
"2021-01-02",3359725
"2021-01-03",3360479
"2021-01-04",3361357
"2021-01-05",3362237
"2021-01-06",3363289
"2021-01-07",3364079
"2021-01-08",3365393
"2021-01-09",3366659
"2021-01-10",3367733
"2021-01-11",3368454
"2021-01-12",3369466
"2021-01-13",3371113
"2021-01-14",3373220
"2021-01-15",3375022
"2021-01-16",3377864
"2021-01-17",3379131
"2021-01-18",3380237
"2021-01-19",3381154
"2021-01-20",3382422
"2021-01-21",3383841
"2021-01-22",3384980
"2021-01-23",3386336
"2021-01-24",3387803
"2021-01-25",3388893
"2021-01-26",3390778
"2021-01-27",3392102
"2021-01-28",3392899
"2021-01-29",3394884
"2021-01-30",3400161
"2021-01-31",3407348
"2021-02-01",3411590
"2021-02-02",3413126
"2021-02-03",3414003
"2021-02-04",3414948
"2021-02-05",3415597
"2021-02-06",3417457
"2021-02-07",3418977
"2021-02-08",3419840
"2021-02-09",3420439
"2021-02-10",3420958
"2021-02-11",3422963
"2021-02-12",3424946
"2021-02-13",3426809
"2021-02-14",3428838
"2021-02-15",3430450
"2021-02-16",3433111
"2021-02-17",3435295
"2021-02-18",3437186
"2021-02-19",3439204
"2021-02-20",3440940
"2021-02-21",3444712
"2021-02-22",3446464
"2021-02-23",3447778
"2021-02-24",3449938
"2021-02-25",3453012
"2021-02-26",3455494
"2021-02-27",3460173
"2021-02-28",3463352
"2021-03-01",3473995
"2021-03-02",3479211
"2021-03-03",3482134
"2021-03-04",3485454
"2021-03-05",3490043
"2021-03-06",3493983
"2021-03-07",3501148
"2021-03-08",3507131
"2021-03-09",3512255
"2021-03-10",3520825
"2021-03-11",3525549
"2021-03-12",3529959
"2021-03-13",3537994
"2021-03-14",3543213
"2021-03-15",3547240
"2021-03-16",3553104
"2021-03-17",3559588
"2021-03-18",3566129
"2021-03-19",3573093
"2021-03-20",3578996
"2021-03-21",3588735
"2021-03-22",3592709
"2021-03-23",3597034
"2021-03-24",3599992
"2021-03-25",3602831
"2021-03-26",3608516
"2021-03-27",3613206
"2021-03-28",3617499
"2021-03-29",3621141
"2021-03-30",3624223
"2021-03-31",3627041
"2021-04-01",3629742
"2021-04-02",3632505
"2021-04-03",3635421
"2021-04-04",3639024
"2021-04-05",3642441
"2021-04-06",3645357
"2021-04-07",3651737
"2021-04-08",3655877
"2021-04-09",3659810
"2021-04-10",3664370
"2021-04-11",3669295
"2021-04-12",3672865
"2021-04-13",3676299
"2021-04-14",3682112
"2021-04-15",3685785
"2021-04-16",3689226
"2021-04-17",3692730
"2021-04-18",3696004
"2021-04-19",3698573
"2021-04-20",3700796
"2021-04-21",3703163
"2021-04-22",3706711
"2021-04-23",3710590
"2021-04-24",3714512
"2021-04-25",3718622
"2021-04-26",3723048
"2021-04-27",3728989
"2021-04-28",3733598
"2021-04-29",3737714
"2021-04-30",3742570
"2021-05-01",3756360
"2021-05-02",3760895
"2021-05-03",3773596
"2021-05-04",3778749
"2021-05-05",3783275
"2021-05-06",3787780
"2021-05-07",3791744
"2021-05-08",3794560
"2021-05-09",3797662
"2021-05-10",3799259
"2021-05-11",3803297
"2021-05-12",3808237
"2021-05-13",3813038
"2021-05-14",3818758
"2021-05-15",3823980
"2021-05-16",3830013
"2021-05-17",3834804
"2021-05-18",3839683
"2021-05-19",3843403
"2021-05-20",3849281
"2021-05-21",3854846
"2021-05-22",3864766
"2021-05-23",3874623
"2021-05-24",3880924
"2021-05-25",3887243
"2021-05-26",3892665
"2021-05-27",3900405
"2021-05-28",3907879
"2021-05-29",3915978
"2021-05-30",3924110
"2021-05-31",3935466
"2021-06-01",3947597
"2021-06-02",3954993
"2021-06-03",3962232
"2021-06-04",3970626
"2021-06-05",3979003
"2021-06-06",3987791
"2021-06-07",3995780
"2021-06-08",4005147
"2021-06-09",4015646
"2021-06-10",4027212
"2021-06-11",4044485
"2021-06-12",4054161
"2021-06-13",4063724
"2021-06-14",4075813
"2021-06-15",4095038
"2021-06-16",4107688
"2021-06-17",4121565
"2021-06-18",4144229
"2021-06-19",4168257
"2021-06-20",4193512
"2021-06-21",4216789
"2021-06-22",4229851
"2021-06-23",4242609
"2021-06-24",4260363
"2021-06-25",4283797
"2021-06-26",4303931
"2021-06-27",4336196
"2021-06-28",4355961
"2021-06-29",4375924
"2021-06-30",4428379
"2021-07-01",4463338
"2021-07-02",4482602
"2021-07-03",4503687
"2021-07-04",4523867
"2021-07-05",4541852
"2021-07-06",4575737
"2021-07-07",4609799
"2021-07-08",4652187
"2021-07-09",4679976
"2021-07-10",4709698
"2021-07-11",4738694
"2021-07-12",4757918
"2021-07-13",4778536
"2021-07-14",4826050
"2021-07-15",4922759
"2021-07-16",5024611
"2021-07-17",5112214
"2021-07-18",5170096
"2021-07-19",5243448
"2021-07-20",5313805
"2021-07-21",5368586
"2021-07-22",5427199
"2021-07-23",5492315
"2021-07-24",5549076
"2021-07-25",5618993
"2021-07-26",5678019
"2021-07-27",5723918
"2021-07-28",5790411
"2021-07-29",5864471
"2021-07-30",5942001
"2021-07-31",6021936
"2021-08-01",6096708
"2021-08-02",6175991
"2021-08-03",6260280
"2021-08-04",6335411
"2021-08-05",6430670
"2021-08-06",6539517
"2021-08-07",6659582
"2021-08-08",6780247
"2021-08-09",6910186
"2021-08-10",7009708
"2021-08-11",7117852
"2021-08-12",7226210
"2021-08-13",7332646
"2021-08-14",7427758
"2021-08-15",7545519
"2021-08-16",7640476
"2021-08-17",7731364
"2021-08-18",7814490
"2021-08-19",7900460
"2021-08-20",7983183
"2021-08-21",8072306
"2021-08-22",8140761
"2021-08-23",8207372
"2021-08-24",8278965
"2021-08-25",8353187
"2021-08-26",8453436
"2021-08-27",8574503
"2021-08-28",8655739
"2021-08-29",8733373
"2021-08-30",8799513
"2021-08-31",8890140
"2021-09-01",8962395
"2021-09-02",9016632
"2021-09-03",9078076
"2021-09-04",9141247
"2021-09-05",9218224
"2021-09-06",9292330
"2021-09-07",9358762
"2021-09-08",9434213
"2021-09-09",9506555
"2021-09-10",9573840
"2021-09-11",9647609
"2021-09-12",9720853
"2021-09-13",9780880
"2021-09-14",9839772
"2021-09-15",9914517
"2021-09-16",9980489
"2021-09-17",10046065
"2021-09-18",10106940
"2021-09-19",10161809
"2021-09-20",10220605
"2021-09-21",10283244
"2021-09-22",10338627
"2021-09-23",10391075
"2021-09-24",10512413
"2021-09-25",10547901
"2021-09-26",10580028
"2021-09-27",10617900
"2021-09-28",10640572
"2021-09-29",10666676
"2021-09-30",5334659
"2021-10-01",5358100
"2021-10-02",5378786
"2021-10-03",5399423
"2021-10-04",5442890
"2021-10-05",5464527
"2021-10-06",5468416
"2021-10-07",5497944
"2021-10-08",5540494
"2021-10-09",5554294
"2021-10-10",5573802
"2021-10-11",5583191
"2021-10-12",5594720
"2021-10-13",5601525
"2021-10-14",5613149
"2021-10-15",5622061
"2021-10-16",5626154
"2021-10-17",5634009
"2021-10-18",5707781
"2021-10-19",5799828
"2021-10-20",5863856
"2021-10-21",5889879
"2021-10-22",5912370
"2021-10-23",5994051
"2021-10-24",6063771
"2021-10-25",6082659
"2021-10-26",6098329
"2021-10-27",6191938
"2021-10-28",6207391
"2021-10-29",6221412
"2021-10-30",6270686
"2021-10-31",6306451
"2021-11-01",6318557
"2021-11-02",6365554
"2021-11-03",6387576
"2021-11-04",6392713
"2021-11-05",6398169
"2021-11-06",6472314
"2021-11-07",6496920
"2021-11-08",6541355
"2021-11-09",6573511
"2021-11-10",6625405
"2021-11-11",6633215
"2021-11-12",6639372
"2021-11-13",6706901
"2021-11-14",6741042
"2021-11-15",10002645
"2021-11-16",6836313
"2021-11-17",6889412
"2021-11-18",6946771
"2021-11-19",6982585
"2021-11-20",7056442
"2021-11-21",7095413
"2021-11-22",7147833
"2021-11-23",7241869
"2021-11-24",7394788
"2021-11-25",7486770
"2021-11-26",7548276
"2021-11-27",7637550
"2021-11-28",7712705
"2021-11-29",7813343
"2021-11-30",7877199
"2021-12-01",7986244
"2021-12-02",8055516
"2021-12-03",8108963
"2021-12-04",8199039
"2021-12-05",8463971
"2021-12-06",8712018
"2021-12-07",9070349
"2021-12-08",9186646
"2021-12-09",9192331
"2021-12-10",9427518
"2021-12-11",9629576
"2021-12-12",9850784
"2021-12-13",10075427
"2021-12-14",10294926
"2021-12-15",10513225
"2021-12-16",10669734
"2021-12-17",10802152
"2021-12-18",10948731
"2021-12-19",11121021
"2021-12-20",11309209
"2021-12-21",11486749
"2021-12-22",11648645
"2021-12-23",11797513
"2021-12-24",11953483
"2021-12-25",12139857
"2021-12-26",12301329
"2021-12-27",14304665
"2021-12-28",14308119
"2021-12-29",14312094
"2021-12-30",14315421
"2021-12-31",14319317
"2022-01-01",14496128
"2022-01-02",14500373
"2022-01-03",14541159
"2022-01-04",14591387
"2022-01-05",14736862
"2022-01-06",14847351
"2022-01-07",14915751
"2022-01-08",7663151
"2022-01-09",15251835
"2022-01-10",15354234
"2022-01-11",15518352
"2022-01-12",15607463
"2022-01-13",15701115
"2022-01-14",15704355
"2022-01-15",15932776
"2022-01-16",16140578
"2022-01-17",16256625
"2022-01-18",16385153
"2022-01-19",16489749
"2022-01-20",16548277
"2022-01-21",16632079
"2022-01-22",16733967
"2022-01-23",16872810
"2022-01-24",16994378
"2022-01-25",17103115
"2022-01-26",17183847
"2022-01-27",17205186
"2022-01-28",17210978
"2022-01-29",17300115
"2022-01-30",17374152
"2022-01-31",17412126
"2022-02-01",17424628
"2022-02-02",17467822
"2022-02-03",17473600
"2022-02-04",17477696
"2022-02-05",17524551
"2022-02-06",17549015
"2022-02-07",17579756
"2022-02-08",17585646
"2022-02-09",17590289
"2022-02-10",17589265
