,Date,Average USD,Primary Sales USD,Primary Sales,Secondary Sales USD,Secondary Sales,Sales USD,Number of Sales,Unique Buyers,Unique Sellers,Active Market Wallets
919,2019-12-28,25.04,46208580.74,2602500,48767235.05,1190579,94975815.79,3793079,128487,58609,136678.0
920,2019-12-29,25.01,46226112.87,2604748,48831150.71,1195993,95057263.58,3800741,128613,58625,136826.0
921,2019-12-30,24.99,46235043.82,2606365,48880165.27,1199733,95115209.09,3806098,128774,58676,136985.0
922,2019-12-31,24.97,46241828.44,2608097,48928371.89,1203672,95170200.33,3811769,128872,58764,137083.0
923,2020-01-01,24.93,46253567.41,2611801,48978085.69,1207525,95231653.1,3819326,128941,58807,137176.0
924,2020-01-02,24.89,46262728.25,2614207,49037207.37,1213972,95299935.62,3828179,129009,58854,137251.0
925,2020-01-03,24.86,46274111.82,2616830,49114833.88,1219710,95388945.7,3836540,129088,58953,137398.0
926,2020-01-04,24.82,46285645.43,2619040,49242970.61,1229642,95528616.04,3848682,129181,59051,137514.0
927,2020-01-05,24.78,46293875.42,2621529,49309420.83,1236806,95603296.25,3858335,129284,59106,137631.0
928,2020-01-06,24.77,46302443.63,2623395,49410641.98,1240922,95713085.61,3864317,129385,59180,137787.0
929,2020-01-07,24.74,46320331.18,2625374,49496793.8,1247120,95817124.97,3872494,129626,59253,138036.0
930,2020-01-08,24.73,46334121.56,2626896,49566248.82,1251481,95900370.37,3878377,129684,59284,138098.0
931,2020-01-09,24.7,46340757.52,2628955,49615045.81,1256600,95955803.33,3885555,129755,59324,138196.0
932,2020-01-10,24.67,46353915.3,2630344,49666129.46,1261297,96020044.75,3891641,129826,59393,138294.0
933,2020-01-11,24.65,46363437.78,2632692,49734408.84,1266297,96097846.61,3898989,129912,59507,138410.0
934,2020-01-12,24.61,46377701.46,2634753,49779029.77,1272931,96156731.24,3907684,129993,59567,138491.0
935,2020-01-13,24.58,46390404.46,2636808,49839644.37,1278565,96230048.83,3915373,130092,59611,138573.0
936,2020-01-14,24.54,46398476.64,2641434,49913381.69,1282895,96311858.33,3924329,130209,59693,138693.0
937,2020-01-15,24.51,46414975.28,2643785,49959107.85,1287450,96374083.12,3931235,130272,59758,138805.0
938,2020-01-16,24.5,46429569.66,2646316,50005543.58,1289602,96435113.24,3935918,130324,59790,138883.0
939,2020-01-17,24.49,46442966.62,2649142,50065044.97,1291849,96508011.59,3940991,130404,59848,138973.0
940,2020-01-18,24.46,46454916.6,2653243,50134503.21,1295445,96589419.81,3948688,130499,59935,139081.0
941,2020-01-19,24.42,46468869.84,2657622,50176950.34,1299619,96645820.18,3957241,130563,59991,139160.0
942,2020-01-20,24.36,46488136.22,2666379,50225403.51,1303910,96713539.72,3970289,130664,60052,139285.0
943,2020-01-21,24.33,46505436.03,2671803,50304282.3,1307757,96809718.33,3979560,130748,60120,139398.0
944,2020-01-22,24.3,46531973.05,2677069,50369578.25,1310673,96901551.3,3987742,130812,60207,139486.0
945,2020-01-23,24.29,46650979.3,2682149,50422918.59,1315119,97073897.89,3997268,130951,60300,139656.0
946,2020-01-24,24.2,46678757.14,2685901,50474102.57,1328121,97152859.71,4014022,131048,60344,139775.0
947,2020-01-25,24.15,46699725.73,2689696,50509945.1,1335179,97209670.83,4024875,131149,60380,139864.0
948,2020-01-26,24.1,46721764.05,2693735,50560543.35,1343373,97282307.4,4037108,131221,60434,139946.0
949,2020-01-27,24.06,46736441.63,2697050,50611496.93,1349648,97347938.56,4046698,131324,60478,140022.0
950,2020-01-28,24.03,46756432.12,2700221,50678148.07,1354314,97434580.19,4054535,131396,60554,140110.0
951,2020-01-29,24.01,46777084.92,2702859,50734803.75,1357738,97511888.67,4060597,131587,60610,140285.0
952,2020-01-30,24.0,46793640.82,2705484,50769912.45,1360092,97563553.27,4065576,131618,60692,140334.0
953,2020-01-31,23.98,46831577.28,2707754,50813556.03,1363581,97645133.31,4071335,131689,60724,140404.0
954,2020-02-01,23.96,46856000.79,2710808,50859699.85,1368082,97715700.64,4078890,131763,60765,140488.0
955,2020-02-02,23.93,46878198.2,2715723,50914901.44,1370241,97793099.64,4085964,131820,60799,140531.0
956,2020-02-03,23.93,46902304.77,2718416,50982140.09,1372030,97884444.86,4090446,131881,60859,140606.0
957,2020-02-04,23.93,46914947.02,2719895,51054499.14,1373337,97969446.16,4093232,131961,60892,140702.0
958,2020-02-05,23.95,46939031.33,2721560,51164281.93,1374890,98103313.26,4096450,132018,60964,140771.0
959,2020-02-06,23.96,46956082.92,2722910,51261796.42,1376335,98217879.34,4099245,132104,61036,140911.0
960,2020-02-07,24.0,46972216.2,2724102,51471211.15,1378360,98443427.35,4102462,132194,61084,141013.0
961,2020-02-08,23.96,46988415.54,2727070,51543775.67,1384643,98532191.22,4111713,132232,61141,141114.0
962,2020-02-09,23.93,47011928.97,2729673,51712817.43,1396407,98724746.41,4126080,132273,61225,141161.0
963,2020-02-10,23.93,47034931.01,2731644,51836845.71,1400160,98871776.72,4131804,132386,61283,141300.0
964,2020-02-11,23.98,47233163.31,2740309,52116184.11,1402970,99349347.42,4143279,132945,61315,141981.0
965,2020-02-12,24.0,47266046.91,2742864,52302756.63,1405531,99568803.54,4148395,133372,61358,142464.0
966,2020-02-13,24.01,47296424.2,2746013,52431997.9,1408165,99728422.1,4154178,133902,61373,143005.0
967,2020-02-14,24.01,47318946.41,2748774,52524686.53,1409940,99843632.95,4158714,134122,61412,143274.0
968,2020-02-15,24.01,47343967.88,2752262,52612283.03,1411391,99956250.91,4163653,134350,61487,143516.0
969,2020-02-16,24.02,47366705.7,2755062,52730324.33,1412761,100097030.03,4167823,134580,61527,143829.0
970,2020-02-17,24.03,47390577.54,2757941,52883725.86,1415455,100274303.4,4173396,134852,61640,144173.0
971,2020-02-18,24.05,47419143.26,2760993,53053360.79,1417165,100472504.05,4178158,135484,61708,144857.0
972,2020-02-19,24.05,47449878.19,2763979,53143103.85,1418965,100592982.04,4182944,135996,61732,145428.0
973,2020-02-20,24.04,47482808.43,2767593,53223599.45,1420861,100706407.88,4188454,136670,61817,146081.0
974,2020-02-21,24.05,47517549.01,2771439,53375451.04,1423219,100893000.05,4194658,136950,61953,146403.0
975,2020-02-22,24.04,47547436.88,2775339,53465667.92,1425904,101013104.8,4201243,137219,62128,146839.0
976,2020-02-23,24.03,47570253.3,2779003,53553824.8,1429194,101124078.1,4208197,137361,62281,147079.0
977,2020-02-24,24.03,47601594.45,2781762,53669600.43,1433323,101271194.89,4215085,137466,62485,147294.0
978,2020-02-25,24.02,47624995.37,2785020,53766054.73,1435486,101391050.1,4220506,137546,62601,147474.0
979,2020-02-26,24.02,47645221.13,2788127,53847595.38,1437773,101492816.51,4225900,137737,62699,147698.0
980,2020-02-27,24.0,47673150.0,2791399,53919402.32,1441028,101592552.32,4232427,138026,62826,147994.0
981,2020-02-28,23.99,47704397.91,2796347,54006740.03,1443372,101711137.94,4239719,138854,63258,148843.0
982,2020-02-29,23.95,47732944.12,2799834,54050979.39,1449516,101783923.51,4249350,139055,63394,149068.0
983,2020-03-01,23.94,47754249.7,2802998,54154424.56,1454588,101908674.26,4257586,139154,63506,149262.0
984,2020-03-02,23.9,47777428.34,2805537,54277793.02,1463883,102055221.36,4269420,139365,63562,149495.0
985,2020-03-03,23.9,47811291.36,2808813,54372812.83,1465797,102184104.19,4274610,139582,63610,149738.0
986,2020-03-04,23.9,47842078.76,2810933,54431674.69,1468737,102273753.45,4279670,139753,63697,150071.0
987,2020-03-05,23.89,47858373.19,2812821,54484922.81,1471529,102343296.0,4284350,139907,63755,150325.0
988,2020-03-06,23.88,47876153.42,2814986,54544529.77,1474513,102420683.2,4289499,139970,63817,150430.0
989,2020-03-07,23.85,47896872.02,2818432,54594123.1,1478415,102490995.12,4296847,140063,63933,150569.0
990,2020-03-08,23.85,47916624.26,2820584,54660332.61,1480605,102576956.88,4301189,140107,64021,150639.0
991,2020-03-09,23.84,47942087.58,2822402,54700234.44,1482347,102642322.03,4304749,140154,64065,150736.0
992,2020-03-10,23.83,47965729.39,2824699,54757779.09,1486080,102723508.48,4310779,140280,64219,150946.0
993,2020-03-11,23.8,47978641.99,2826761,54817085.95,1492626,102795727.94,4319387,140309,64282,150993.0
994,2020-03-12,23.79,47986879.09,2827482,54850103.38,1495395,102836982.47,4322877,140366,64312,151070.0
995,2020-03-13,23.79,47994339.37,2828818,54891782.33,1496535,102886121.7,4325353,140432,64353,151157.0
996,2020-03-14,23.77,48003231.38,2831322,54922446.97,1499230,102925678.35,4330552,140535,64391,151299.0
997,2020-03-15,23.74,48016991.06,2833181,54951177.2,1503367,102968168.26,4336548,140613,64479,151428.0
998,2020-03-16,23.72,48024934.92,2834219,54979917.09,1508602,103004852.01,4342821,140637,64520,151456.0
999,2020-03-17,23.69,48033980.73,2836209,55027440.05,1514061,103061420.78,4350270,140707,64544,151536.0
1000,2020-03-18,23.65,48046338.01,2839622,55059865.11,1520348,103106203.11,4359970,140788,64621,151617.0
1001,2020-03-19,23.63,48058153.2,2842062,55142217.69,1524389,103200370.89,4366451,140875,64636,151703.0
1002,2020-03-20,23.61,48074502.36,2844574,55174363.35,1527638,103248865.7,4372212,140984,64723,151833.0
1003,2020-03-21,23.59,48093905.9,2848070,55212562.18,1530481,103306468.08,4378551,141033,64791,151928.0
1004,2020-03-22,23.58,48134518.84,2852188,55238556.16,1532091,103373075.0,4384279,141188,64805,152097.0
1005,2020-03-23,23.56,48154186.88,2855315,55276132.91,1534114,103430319.78,4389429,141291,64870,152255.0
1006,2020-03-24,23.56,48167123.16,2857782,55329621.85,1535702,103496745.01,4393484,141404,64945,152452.0
1007,2020-03-25,23.55,48177426.76,2859626,55365867.98,1537395,103543294.74,4397021,141579,65014,152631.0
1008,2020-03-26,23.53,48192654.77,2862173,55420709.09,1540716,103613363.86,4402889,141688,65028,152758.0
1009,2020-03-27,23.52,48208931.45,2864480,55455540.78,1543624,103664472.23,4408104,141809,65124,152987.0
1010,2020-03-28,23.49,48233538.47,2867921,55504913.9,1548961,103738452.36,4416882,141864,65171,153078.0
1011,2020-03-29,23.47,48255951.59,2871212,55532382.58,1551530,103788334.18,4422742,141904,65230,153126.0
1012,2020-03-30,23.45,48276138.9,2873768,55580384.76,1554244,103856523.66,4428012,142139,65275,153392.0
1013,2020-03-31,23.48,48727902.78,2888248,55642844.34,1556891,104370747.12,4445139,142484,65360,153716.0
1014,2020-04-01,23.45,48751084.33,2890753,55671913.19,1561316,104422997.52,4452069,142666,65395,153924.0
1015,2020-04-02,23.45,48776715.96,2893092,55699222.92,1563027,104475938.88,4456119,142810,65460,154057.0
1016,2020-04-03,23.42,48802902.17,2895819,55732603.33,1567688,104535505.5,4463507,142976,65524,154255.0
1017,2020-04-04,23.38,48820297.1,2898221,55792219.64,1576217,104612516.74,4474438,143112,65586,154393.0
1018,2020-04-05,23.36,48833269.75,2900628,55834106.98,1579847,104667376.73,4480475,143307,65633,154626.0
1019,2020-04-06,23.33,48842161.55,2902402,55870268.85,1585170,104712430.4,4487572,143400,65698,154738.0
1020,2020-04-07,23.33,48850960.31,2903930,55937795.48,1587947,104788755.79,4491877,143473,65772,154776.0
1021,2020-04-08,23.32,48860176.97,2905636,55997679.4,1590048,104857856.37,4495684,143574,65839,154932.0
1022,2020-04-09,23.31,48880530.4,2908024,56030653.74,1591946,104911184.13,4499970,143625,65911,155000.0
1023,2020-04-10,23.32,48908318.22,2910894,56154706.32,1593715,105063024.53,4504609,143735,65975,155175.0
1024,2020-04-11,23.29,48923632.74,2914429,56190660.88,1597986,105114293.62,4512415,143868,66034,155329.0
1025,2020-04-12,23.27,48939695.09,2918317,56221566.04,1601292,105161261.13,4519609,144033,66072,155492.0
1026,2020-04-13,23.25,48953456.88,2921288,56267332.81,1603906,105220789.69,4525194,144146,66130,155643.0
1027,2020-04-14,23.22,48965769.36,2924226,56303674.02,1610013,105269443.38,4534239,144252,66179,155788.0
1028,2020-04-15,23.2,48978909.78,2926975,56344395.9,1612590,105323305.68,4539565,144339,66225,155925.0
1029,2020-04-16,23.2,49000559.19,2928885,56411336.51,1614259,105411895.69,4543144,144483,66316,156100.0
1030,2020-04-17,23.19,49020035.58,2931335,56455201.04,1616166,105475236.62,4547501,144637,66368,156318.0
1031,2020-04-18,23.2,49058769.5,2934294,56540833.53,1618299,105599603.03,4552593,144783,66483,156458.0
1032,2020-04-19,23.18,49076108.18,2936741,56582708.5,1621237,105658816.68,4557978,144908,66539,156589.0
1033,2020-04-20,23.18,49101454.67,2938952,56614644.72,1622412,105716099.39,4561364,144929,66576,156620.0
1034,2020-04-21,23.18,49140918.89,2941797,56694601.28,1623831,105835520.17,4565628,145117,66635,156864.0
1035,2020-04-22,23.18,49183701.51,2943855,56749366.12,1625668,105933067.62,4569523,145211,66698,156950.0
1036,2020-04-23,23.19,49242902.82,2946256,56818547.04,1627309,106061449.86,4573565,145307,66804,157077.0
1037,2020-04-24,23.19,49282732.82,2948151,56854362.35,1628916,106137095.16,4577067,145426,66850,157278.0
1038,2020-04-25,23.19,49334953.16,2950516,56912398.14,1631430,106247351.3,4581946,145510,66894,157395.0
1039,2020-04-26,23.19,49353215.44,2953102,56997550.93,1633474,106350766.37,4586576,145565,66927,157459.0
1040,2020-04-27,23.18,49373948.65,2955472,57058471.95,1635790,106432420.59,4591262,145652,66993,157615.0
1041,2020-04-28,23.17,49392198.67,2957606,57096240.62,1637985,106488439.28,4595591,145698,67046,157669.0
1042,2020-04-29,23.17,49411365.85,2959269,57145245.94,1639189,106556611.78,4598458,145758,67074,157744.0
1043,2020-04-30,23.18,49434205.12,2960609,57221327.79,1640208,106655532.91,4600817,145851,67097,157827.0
1044,2020-05-01,23.18,49463855.92,2962689,57298880.08,1642273,106762736.01,4604962,145922,67121,157934.0
1045,2020-05-02,23.2,49542861.84,2964762,57363010.11,1644136,106905871.95,4608898,146035,67222,158112.0
1046,2020-05-03,23.19,49571141.61,2966627,57412030.31,1647343,106983171.93,4613970,146128,67262,158221.0
1047,2020-05-04,23.18,49597968.44,2968612,57446092.06,1648585,107044060.5,4617197,146200,67356,158330.0
1048,2020-05-05,23.19,49648243.77,2970531,57477558.25,1649558,107125802.03,4620089,146468,67405,158754.0
1049,2020-05-06,23.19,49674830.65,2972078,57511267.05,1650350,107186097.7,4622428,146667,67450,159005.0
1050,2020-05-07,23.19,49714742.59,2973412,57539067.12,1651002,107253809.71,4624414,146807,67471,159140.0
1051,2020-05-08,23.2,49776737.47,2975284,57564074.68,1651731,107340812.15,4627015,146915,67523,159234.0
1052,2020-05-09,23.2,49808386.12,2977578,57604917.62,1652744,107413303.74,4630322,147027,67554,159357.0
1053,2020-05-10,23.2,49836382.94,2979296,57628494.45,1653576,107464877.39,4632872,147131,67612,159480.0
1054,2020-05-11,23.19,49859085.47,2981189,57652013.59,1654291,107511099.06,4635480,147308,67615,159638.0
1055,2020-05-12,23.19,49878717.64,2982882,57671697.72,1655052,107550415.35,4637934,147446,67661,159834.0
1056,2020-05-13,23.19,49912434.02,2984597,57700970.71,1655688,107613404.73,4640285,147599,67661,159922.0
1057,2020-05-14,23.2,49958592.74,2986020,57741161.22,1656325,107699753.95,4642345,147719,67685,160055.0
1058,2020-05-15,23.2,49993984.72,2987736,57775803.95,1657306,107769788.67,4645042,147891,67695,160224.0
1059,2020-05-16,23.2,50051966.39,2990277,57810617.94,1658197,107862584.33,4648474,148078,67772,160420.0
1060,2020-05-17,23.2,50085871.64,2992819,57842957.54,1659201,107928829.17,4652020,148283,67883,160652.0
1061,2020-05-18,23.21,50118913.69,2994563,57892660.65,1659881,108011574.34,4654444,148435,67960,160787.0
1062,2020-05-19,23.21,50155135.96,2996129,57917555.66,1660618,108072691.61,4656747,148593,68030,160979.0
1063,2020-05-20,23.22,50212603.66,2997781,57970990.31,1661497,108183593.97,4659278,148718,68063,161096.0
1064,2020-05-21,23.23,50267502.11,2999375,58028367.03,1662228,108295869.14,4661603,148786,68100,161195.0
1065,2020-05-22,23.25,50350761.56,3001031,58069146.72,1663116,108419908.28,4664147,149032,68158,161365.0
1066,2020-05-23,23.24,50393544.81,3004139,58123173.93,1664828,108516718.74,4668967,149153,68263,161574.0
1067,2020-05-24,23.28,50537493.68,3007409,58243858.9,1665894,108781352.58,4673303,149353,68323,161767.0
1068,2020-05-25,23.28,50619062.7,3010184,58269188.9,1666510,108888251.6,4676694,149574,68346,162022.0
1069,2020-05-26,23.29,50678195.06,3012423,58316882.01,1667255,108995077.07,4679678,149680,68434,162112.0
1070,2020-05-27,23.3,50733710.04,3014602,58363243.79,1667903,109096953.83,4682505,149736,68445,162178.0
1071,2020-05-28,23.3,50770674.03,3016540,58413354.56,1668636,109184028.59,4685176,149910,68452,162335.0
1072,2020-05-29,23.31,50824923.0,3018495,58445656.27,1669356,109270579.27,4687851,149975,68492,162399.0
1073,2020-05-30,23.31,50870098.02,3020202,58470262.15,1669972,109340360.17,4690174,150106,68501,162557.0
1074,2020-05-31,23.32,50916378.95,3021257,58507613.87,1670781,109423992.82,4692038,150270,68515,162740.0
1075,2020-06-01,23.33,50949690.18,3022407,58575169.16,1671380,109524859.34,4693787,150394,68542,162912.0
1076,2020-06-02,23.34,50980983.61,3023275,58628014.17,1671930,109608997.78,4695205,150463,68567,162992.0
1077,2020-06-03,23.36,51035982.48,3024266,58670027.94,1672518,109706010.42,4696784,150542,68593,163077.0
1078,2020-06-04,23.37,51118400.72,3026716,58733757.99,1673371,109852158.7,4700087,150629,68607,163144.0
1079,2020-06-05,23.38,51186150.65,3028182,58760786.47,1674172,109946937.12,4702354,150727,68629,163238.0
1080,2020-06-06,23.39,51239182.95,3030320,58802251.84,1675020,110041434.79,4705340,150830,68675,163393.0
1081,2020-06-07,23.39,51283280.49,3031863,58828997.31,1675687,110112277.8,4707550,150953,68680,163510.0
1082,2020-06-08,23.39,51311036.63,3033268,58859522.58,1676244,110170559.21,4709512,151090,68689,163669.0
1083,2020-06-09,23.4,51342564.25,3034412,58910231.08,1676857,110252795.33,4711269,151154,68696,163745.0
1084,2020-06-10,23.41,51400014.11,3035483,58945628.44,1677534,110345642.56,4713017,151206,68711,163812.0
1085,2020-06-11,23.42,51490829.15,3037993,58985995.2,1678258,110476824.35,4716251,151468,68768,164180.0
1086,2020-06-12,23.43,51536324.52,3039672,59009992.38,1678820,110546316.9,4718492,151540,68781,164263.0
1087,2020-06-13,23.44,51583284.77,3041289,59079695.2,1679556,110662979.97,4720845,151760,68816,164451.0
1088,2020-06-14,23.45,51633002.79,3043342,59137606.02,1680650,110770608.81,4723992,151897,68886,164542.0
1089,2020-06-15,23.46,51667880.11,3044808,59192481.53,1681289,110860361.64,4726097,151983,68934,164702.0
1090,2020-06-16,23.47,51741706.59,3046925,59227832.02,1681854,110969538.61,4728779,152053,68966,164784.0
1091,2020-06-17,23.47,51780718.48,3047924,59256230.27,1682391,111036948.76,4730315,152130,68995,164861.0
1092,2020-06-18,23.5,51880730.06,3049315,59324674.14,1682864,111205404.21,4732179,152270,69017,164982.0
1093,2020-06-19,23.51,51908898.17,3050330,59379764.98,1683435,111288663.15,4733765,152374,69024,165088.0
1094,2020-06-20,23.51,51940458.3,3052237,59400306.38,1684299,111340764.68,4736536,152421,69064,165169.0
1095,2020-06-21,23.51,51981521.66,3054459,59427730.24,1685021,111409251.9,4739480,152556,69074,165310.0
1096,2020-06-22,23.51,52013397.57,3055671,59465212.54,1685529,111478610.11,4741200,152593,69081,165343.0
1097,2020-06-23,23.52,52114618.93,3058538,59489879.35,1686028,111604498.28,4744566,152703,69105,165497.0
1098,2020-06-24,23.53,52164720.84,3059699,59512688.75,1686584,111677409.59,4746283,152714,69140,165502.0
1099,2020-06-25,23.53,52216599.65,3062410,59542687.23,1687434,111759286.88,4749844,152956,69177,165733.0
1100,2020-06-26,23.53,52252842.48,3063910,59567846.32,1687910,111820688.8,4751820,153054,69196,165835.0
1101,2020-06-27,23.53,52281633.59,3065508,59583098.85,1688441,111864732.44,4753949,153138,69235,165938.0
1102,2020-06-28,23.54,52324499.38,3066614,59612373.36,1688968,111936872.74,4755582,153273,69253,166097.0
1103,2020-06-29,23.55,52368998.34,3067547,59651124.81,1689516,112020123.15,4757063,153304,69286,166119.0
1104,2020-06-30,23.56,52461134.79,3070158,59699648.0,1690023,112160782.79,4760181,153509,69303,166342.0
1105,2020-07-01,23.58,52526910.26,3071344,59759855.67,1690739,112286765.94,4762083,153636,69319,166509.0
1106,2020-07-02,23.59,52602934.36,3073069,59791420.43,1691336,112394354.79,4764405,153719,69384,166597.0
1107,2020-07-03,23.6,52644350.39,3074356,59821290.25,1692022,112465640.64,4766378,153803,69427,166642.0
1108,2020-07-04,23.6,52683716.13,3076901,59863440.84,1692820,112547156.97,4769721,153933,69456,166811.0
1109,2020-07-05,23.6,52718732.74,3078697,59895751.53,1693521,112614484.27,4772218,154048,69493,166938.0
1110,2020-07-06,23.6,52759260.51,3080020,59931939.08,1694223,112691199.59,4774243,154129,69543,167015.0
1111,2020-07-07,23.61,52792312.85,3081333,59963423.0,1694957,112755735.85,4776290,154270,69561,167184.0
1112,2020-07-08,23.62,52831751.79,3082671,60021870.59,1696054,112853622.38,4778725,154506,69604,167435.0
1113,2020-07-09,23.62,52874211.74,3084479,60083301.31,1697140,112957513.05,4781619,154675,69622,167615.0
1114,2020-07-10,23.63,52919064.3,3086387,60152504.56,1698130,113071568.85,4784517,154723,69640,167671.0
1115,2020-07-11,23.65,53007885.62,3089426,60242066.21,1699201,113249951.83,4788627,154926,69643,167891.0
1116,2020-07-12,23.66,53069531.52,3091406,60294113.17,1700261,113363644.7,4791667,155017,69688,167998.0
1117,2020-07-13,23.67,53111822.68,3092458,60354799.03,1700855,113466621.71,4793313,155106,69711,168137.0
1118,2020-07-14,23.69,53142374.91,3093556,60433211.94,1701512,113575586.86,4795068,155182,69718,168208.0
1119,2020-07-15,23.7,53189723.12,3094724,60484179.35,1702203,113673902.47,4796927,155252,69718,168290.0
1120,2020-07-16,23.7,53222609.45,3096065,60530396.92,1702889,113753006.37,4798954,155471,69738,168547.0
1121,2020-07-17,23.71,53262367.31,3097134,60570166.23,1703450,113832533.54,4800584,155529,69754,168611.0
1122,2020-07-18,23.72,53301821.59,3098598,60599025.19,1704094,113900846.78,4802692,155648,69772,168696.0
1123,2020-07-19,23.73,53343651.05,3099564,60673032.9,1704576,114016683.95,4804140,155722,69785,168783.0
1124,2020-07-20,23.75,53398772.8,3100476,60726186.13,1705035,114124958.93,4805511,155791,69793,168866.0
1125,2020-07-21,23.76,53469106.12,3101500,60759818.74,1705577,114228924.87,4807077,155925,69813,169023.0
1126,2020-07-22,23.78,53527706.65,3102467,60840759.31,1706107,114368465.95,4808574,155948,69828,169032.0
1127,2020-07-23,23.8,53615455.34,3103375,60871061.98,1706638,114486517.31,4810013,155974,69864,169062.0
1128,2020-07-24,23.82,53693109.6,3104509,60918172.68,1707104,114611282.28,4811613,156024,69926,169186.0
1129,2020-07-25,23.84,53802262.06,3105667,60961111.43,1707681,114763373.49,4813348,156054,69926,169222.0
1130,2020-07-26,23.86,53859567.75,3106626,61021833.55,1708116,114881401.3,4814742,156163,69936,169283.0
1131,2020-07-27,23.88,53909477.35,3107247,61085786.8,1708523,114995264.15,4815770,156171,69949,169293.0
1132,2020-07-28,23.9,53982507.59,3107929,61123131.53,1708994,115105639.13,4816923,156283,69970,169373.0
1133,2020-07-29,23.92,54072871.69,3108693,61198443.46,1709371,115271315.15,4818064,156332,70029,169459.0
1134,2020-07-30,23.95,54151904.4,3109632,61273662.24,1709881,115425566.64,4819513,156415,70061,169554.0
1135,2020-07-31,23.96,54202281.93,3110380,61305104.88,1710242,115507386.81,4820622,156509,70082,169637.0
1136,2020-08-01,23.97,54255692.12,3111217,61345385.12,1710646,115601077.23,4821863,156599,70132,169748.0
1137,2020-08-02,24.01,54410197.87,3112098,61379089.9,1711091,115789287.77,4823189,156663,70171,169822.0
1138,2020-08-03,24.03,54487658.6,3112906,61438945.74,1711426,115926604.35,4824332,156739,70210,169865.0
1139,2020-08-04,24.09,54788612.78,3117752,61575839.91,1711926,116364452.7,4829678,157002,70225,170133.0
1140,2020-08-05,24.11,54888470.38,3119119,61615742.43,1712535,116504212.81,4831654,157297,70252,170406.0
1141,2020-08-06,24.13,54945677.47,3120088,61683675.59,1713243,116629353.06,4833331,157531,70281,170617.0
1142,2020-08-07,24.15,55007623.25,3120871,61742559.82,1713968,116750183.07,4834839,157663,70335,170764.0
1143,2020-08-08,24.17,55060825.55,3121825,61835632.0,1714794,116896457.54,4836619,157726,70365,170855.0
1144,2020-08-09,24.19,55125874.31,3122587,61919333.09,1715308,117045207.4,4837895,157831,70366,170979.0
1145,2020-08-10,24.21,55175954.84,3123079,61958661.74,1715692,117134616.59,4838771,157901,70383,171022.0
1146,2020-08-11,24.22,55227001.86,3123539,62007330.85,1716035,117234332.71,4839574,157972,70436,171120.0
1147,2020-08-12,24.24,55256316.1,3123767,62052039.82,1716158,117308355.92,4839925,157992,70486,171144.0
1148,2020-08-13,24.26,55347577.62,3124420,62101865.13,1716540,117449442.75,4840960,158026,70493,171203.0
1149,2020-08-14,24.29,55440924.88,3124884,62159052.86,1717070,117599977.73,4841954,158137,70565,171309.0
1150,2020-08-15,24.32,55567100.68,3125492,62190160.39,1717433,117757261.07,4842925,158279,70625,171485.0
1151,2020-08-16,24.34,55663944.49,3126085,62241282.13,1718079,117905226.63,4844164,158408,70642,171628.0
1152,2020-08-17,24.35,55718090.89,3126558,62270478.37,1718484,117988569.26,4845042,158522,70660,171761.0
1153,2020-08-18,24.38,55792744.87,3127232,62374437.67,1718900,118167182.55,4846132,158652,70719,171913.0
1154,2020-08-19,24.4,55850421.33,3127849,62420205.63,1719271,118270626.96,4847120,158707,70742,171969.0
1155,2020-08-20,24.42,55923692.95,3128658,62468161.2,1719731,118391854.15,4848389,158837,70777,172074.0
1156,2020-08-21,24.44,55996985.81,3129197,62520064.36,1720090,118517050.17,4849287,158886,70805,172131.0
1157,2020-08-22,24.46,56071819.24,3129812,62576324.19,1720524,118648143.42,4850336,158972,70837,172174.0
1158,2020-08-23,24.49,56144066.28,3130591,62694375.53,1721087,118838441.81,4851678,159061,70838,172241.0
1159,2020-08-24,24.52,56220863.81,3131183,62743168.85,1721495,118964032.65,4852678,159135,70895,172402.0
1160,2020-08-25,24.53,56298197.05,3131900,62791744.9,1722031,119089941.95,4853931,159220,70921,172502.0
1161,2020-08-26,24.55,56384110.84,3132716,62833303.12,1722406,119217413.96,4855122,159308,70947,172605.0
1162,2020-08-27,24.58,56483407.39,3133529,62891546.58,1722924,119374953.97,4856453,159437,70960,172756.0
1163,2020-08-28,24.62,56676503.82,3134399,62944666.08,1723489,119621169.9,4857888,159538,71007,172860.0
1164,2020-08-29,24.64,56798657.38,3137111,62974960.41,1724019,119773617.8,4861130,159752,71022,173052.0
1165,2020-08-30,24.66,56907758.21,3139320,63017780.11,1724370,119925538.32,4863690,159873,71030,173174.0
1166,2020-08-31,24.68,57027233.58,3140327,63054275.34,1724664,120081508.92,4864991,159965,71049,173272.0
1167,2020-09-01,24.69,57062191.48,3140512,63081965.54,1724721,120144157.02,4865233,160033,71080,173352.0
1168,2020-09-02,24.71,57124150.15,3141055,63100188.07,1724895,120224338.23,4865950,160062,71083,173386.0
1169,2020-09-03,24.73,57217741.7,3141911,63137743.09,1725219,120355484.79,4867130,160110,71086,173432.0
1170,2020-09-04,24.75,57297072.47,3142957,63208732.6,1725701,120505805.07,4868658,160192,71097,173529.0
1171,2020-09-05,24.76,57354382.79,3143795,63230625.45,1726045,120585008.23,4869840,160258,71113,173553.0
1172,2020-09-06,24.79,57440419.05,3144751,63331146.55,1726663,120771565.59,4871414,160486,71151,173811.0
