,Date,Average USD,Primary Sales USD,Primary Sales,Secondary Sales USD,Secondary Sales,Sales USD,Number of Sales,Unique Buyers,Unique Sellers,Active Market Wallets
658,2019-04-11,29.15,40372310.68,1935727,38052143.05,755019,78424453.73,2690746,102667,45593,107036.0
659,2019-04-12,29.13,40405053.39,1938604,38094509.19,755893,78499562.58,2694497,102844,45651,107240.0
660,2019-04-13,29.09,40421993.25,1943969,38140379.34,757119,78562372.58,2701088,102897,45698,107331.0
661,2019-04-14,29.02,40436436.45,1950114,38170267.63,758258,78606704.08,2708372,103043,45726,107502.0
662,2019-04-15,29.02,40466149.53,1953038,38239101.88,759123,78705251.41,2712161,103075,45779,107577.0
663,2019-04-16,29.0,40490204.11,1956039,38275311.19,760093,78765515.31,2716132,103119,45826,107641.0
664,2019-04-17,28.97,40505747.92,1959313,38301181.89,761207,78806929.81,2720520,103201,45881,107715.0
665,2019-04-18,28.94,40516313.77,1962692,38337782.05,762311,78854095.83,2725003,103297,45949,107868.0
666,2019-04-19,28.9,40529199.12,1966784,38377967.55,763290,78907166.67,2730074,103344,45992,107956.0
667,2019-04-20,28.87,40542834.74,1970336,38410256.82,764414,78953091.56,2734750,103403,46055,108052.0
668,2019-04-21,28.84,40555226.32,1973998,38458170.56,765349,79013396.88,2739347,103460,46092,108114.0
669,2019-04-22,28.82,40570345.8,1977126,38485505.8,766211,79055851.6,2743337,103513,46165,108169.0
670,2019-04-23,28.8,40584545.53,1979995,38520996.91,767178,79105542.44,2747173,103600,46206,108273.0
671,2019-04-24,28.79,40624449.2,1982740,38582910.74,768285,79207359.94,2751025,103695,46233,108359.0
672,2019-04-25,28.77,40634277.04,1985720,38617431.2,769263,79251708.25,2754983,103748,46273,108446.0
673,2019-04-26,28.75,40643624.55,1988553,38658413.42,770105,79302037.96,2758658,103764,46363,108552.0
674,2019-04-27,28.72,40654523.47,1991964,38718816.74,771338,79373340.21,2763302,103805,46386,108645.0
675,2019-04-28,28.69,40664046.45,1995417,38756233.58,772526,79420280.02,2767943,103870,46444,108748.0
676,2019-04-29,28.67,40673307.95,1998253,38787077.75,773544,79460385.7,2771797,103985,46493,108852.0
677,2019-04-30,28.7,40860319.86,2001269,38805822.27,774609,79666142.12,2775878,104082,46525,108988.0
678,2019-05-01,28.66,40877990.95,2005258,38832587.58,775883,79710578.53,2781141,104199,46580,109116.0
679,2019-05-02,28.64,40887337.21,2008970,38892660.65,777049,79779997.86,2786019,104246,46603,109158.0
680,2019-05-03,28.61,40899218.45,2012229,38930787.04,778003,79830005.49,2790232,104352,46663,109305.0
681,2019-05-04,28.58,40913155.52,2015944,38960789.93,779238,79873945.45,2795182,104549,46751,109571.0
682,2019-05-05,28.55,40928054.41,2019359,39001608.39,780274,79929662.8,2799633,104635,46826,109665.0
683,2019-05-06,28.53,40936807.45,2021962,39031051.39,781362,79967858.83,2803324,104704,46883,109785.0
684,2019-05-07,28.52,40943758.65,2023353,39061921.39,782287,80005680.04,2805640,104882,46960,109980.0
685,2019-05-08,28.49,40963847.85,2026602,39095070.77,783169,80058918.62,2809771,105046,47027,110134.0
686,2019-05-09,28.47,40976517.54,2029628,39124010.14,784284,80100527.68,2813912,105231,47119,110294.0
687,2019-05-10,28.44,41014783.45,2033784,39173064.23,785544,80187847.68,2819328,105377,47188,110492.0
688,2019-05-11,28.39,41027780.85,2039908,39209415.4,786749,80237196.26,2826657,105507,47271,110639.0
689,2019-05-12,28.35,41041859.61,2044360,39258902.62,787798,80300762.23,2832158,105625,47302,110802.0
690,2019-05-13,28.33,41063306.9,2048057,39308702.46,788792,80372009.37,2836849,105791,47393,110991.0
691,2019-05-14,28.31,41072165.74,2050925,39339553.86,789841,80411719.6,2840766,105904,47484,111111.0
692,2019-05-15,28.31,41081685.61,2052535,39400614.93,790696,80482300.54,2843231,106039,47547,111209.0
693,2019-05-16,28.3,41088695.99,2053743,39441893.33,791754,80530589.32,2845497,106178,47581,111295.0
694,2019-05-17,28.31,41130996.31,2056383,39523417.02,792638,80654413.32,2849021,106333,47635,111464.0
695,2019-05-18,28.31,41201500.84,2059046,39570422.79,793678,80771923.64,2852724,106524,47663,111673.0
696,2019-05-19,28.31,41248034.22,2061745,39610800.54,794759,80858834.76,2856504,106718,47739,111859.0
697,2019-05-20,28.31,41291266.35,2064245,39668416.0,795677,80959682.36,2859922,106907,47834,112067.0
698,2019-05-21,28.31,41326008.39,2066449,39730071.0,796707,81056079.38,2863156,107085,47878,112261.0
699,2019-05-22,28.3,41352116.4,2068408,39779940.39,798030,81132056.79,2866438,107144,47894,112302.0
700,2019-05-23,28.3,41385165.78,2070257,39827214.75,799191,81212380.53,2869448,107268,47951,112422.0
701,2019-05-24,28.32,41420812.33,2073244,39959993.83,800560,81380806.16,2873804,107496,48024,112644.0
702,2019-05-25,28.3,41463352.19,2076992,40009262.02,801890,81472614.21,2878882,107566,48093,112725.0
703,2019-05-26,28.28,41480506.43,2080533,40064950.63,803162,81545457.06,2883695,107712,48230,112915.0
704,2019-05-27,28.3,41617254.33,2083569,40114888.94,804677,81732143.27,2888246,107783,48384,113030.0
705,2019-05-28,28.28,41639347.02,2087559,40192781.92,805955,81832128.94,2893514,107892,48428,113142.0
706,2019-05-29,28.26,41653468.22,2091058,40249394.95,807240,81902863.17,2898298,108057,48489,113338.0
707,2019-05-30,28.22,41671047.24,2095257,40297724.25,808875,81968771.49,2904132,108175,48627,113475.0
708,2019-05-31,28.21,41692797.51,2098630,40362299.53,810181,82055097.05,2908811,108219,48685,113524.0
709,2019-06-01,28.2,41701895.61,2100604,40401284.64,811114,82103180.25,2911718,108303,48716,113617.0
710,2019-06-02,28.19,41719844.17,2102637,40450139.51,812081,82169983.68,2914718,108404,48816,113763.0
711,2019-06-03,28.2,41737154.96,2104568,40546774.61,813089,82283929.57,2917657,108450,48877,113822.0
712,2019-06-04,28.19,41744381.0,2106065,40583325.26,814081,82327706.27,2920146,108560,48935,113918.0
713,2019-06-05,28.18,41751461.38,2107926,40632280.89,815451,82383742.27,2923377,108615,48974,113970.0
714,2019-06-06,28.17,41758683.21,2109306,40682452.41,816756,82441135.61,2926062,108677,49012,114041.0
715,2019-06-07,28.17,41782850.38,2111732,40763612.5,818194,82546462.88,2929926,108765,49057,114202.0
716,2019-06-08,28.16,41795291.59,2113899,40786894.07,819160,82582185.66,2933059,108832,49079,114259.0
717,2019-06-09,28.13,41813628.5,2117331,40817107.41,820521,82630735.91,2937852,108895,49185,114381.0
718,2019-06-10,28.11,41820434.48,2119183,40858819.84,821700,82679254.32,2940883,108973,49249,114475.0
719,2019-06-11,28.09,41836376.51,2121428,40885837.8,823056,82722214.31,2944484,109083,49317,114608.0
720,2019-06-12,28.08,41871006.56,2123395,40919684.61,824915,82790691.18,2948310,109223,49400,114782.0
721,2019-06-13,28.07,41892080.58,2125602,40979134.53,826978,82871215.11,2952580,109320,49487,114902.0
722,2019-06-14,28.06,41907018.47,2127818,41028588.64,828186,82935607.11,2956004,109438,49521,115041.0
723,2019-06-15,28.04,41923131.74,2130127,41071092.14,829271,82994223.88,2959398,109499,49621,115137.0
724,2019-06-16,28.03,41935618.6,2132928,41133538.1,830561,83069156.7,2963489,109591,49685,115247.0
725,2019-06-17,28.02,41944949.95,2134851,41174412.35,831675,83119362.3,2966526,109667,49748,115327.0
726,2019-06-18,28.04,42010288.93,2136595,41244168.5,832962,83254457.43,2969557,109735,49792,115397.0
727,2019-06-19,28.05,42073857.1,2138307,41296996.46,834196,83370853.55,2972503,109938,49840,115600.0
728,2019-06-20,28.05,42080920.17,2139697,41365600.35,835051,83446520.52,2974748,110028,49863,115706.0
729,2019-06-21,28.08,42207840.23,2141738,41417855.47,836296,83625695.7,2978034,110216,49900,115896.0
730,2019-06-22,28.08,42250724.0,2144280,41495781.24,837624,83746505.24,2981904,110346,49988,116090.0
731,2019-06-23,28.07,42259422.44,2146675,41542470.08,838988,83801892.52,2985663,110434,50074,116217.0
732,2019-06-24,28.07,42269995.86,2149294,41656863.55,840184,83926859.4,2989478,110563,50202,116413.0
733,2019-06-25,28.06,42285174.75,2151220,41688515.44,841094,83973690.2,2992314,110613,50242,116458.0
734,2019-06-26,28.06,42296296.4,2152984,41752524.06,842111,84048820.47,2995095,110712,50259,116552.0
735,2019-06-27,28.06,42300280.99,2153866,41791660.18,843024,84091941.17,2996890,110784,50358,116683.0
736,2019-06-28,28.06,42305725.52,2154994,41830091.35,843727,84135816.87,2998721,110899,50374,116810.0
737,2019-06-29,28.05,42317124.73,2156919,41881517.54,844656,84198642.27,3001575,110932,50449,116860.0
738,2019-06-30,28.05,42328552.55,2158168,41909612.97,845417,84238165.52,3003585,111002,50468,116929.0
739,2019-07-01,28.04,42334735.13,2159085,41928474.81,846000,84263209.95,3005085,111062,50505,116995.0
740,2019-07-02,28.04,42339449.75,2159998,41954414.28,846605,84293864.02,3006603,111116,50527,117063.0
741,2019-07-03,28.03,42347248.71,2160967,41983729.04,847383,84330977.75,3008350,111159,50549,117110.0
742,2019-07-04,28.03,42357181.0,2162598,42029822.55,848281,84387003.55,3010879,111261,50574,117223.0
743,2019-07-05,28.02,42364467.77,2164089,42074570.71,848914,84439038.48,3013003,111397,50622,117374.0
744,2019-07-06,28.01,42371980.83,2166219,42096430.88,849829,84468411.71,3016048,111443,50650,117459.0
745,2019-07-07,28.0,42383019.91,2168219,42138563.76,850714,84521583.67,3018933,111487,50702,117510.0
746,2019-07-08,27.99,42389655.18,2169795,42185079.12,851721,84574734.3,3021516,111566,50721,117612.0
747,2019-07-09,27.99,42399975.25,2171324,42241971.15,853143,84641946.4,3024467,111669,50775,117753.0
748,2019-07-10,27.99,42409796.29,2172948,42322121.53,854186,84731917.81,3027134,111733,50853,117832.0
749,2019-07-11,27.99,42416804.19,2174148,42373583.25,854896,84790387.44,3029044,111791,50883,117914.0
750,2019-07-12,27.98,42424459.8,2175813,42401930.46,855680,84826390.27,3031493,111881,50916,118028.0
751,2019-07-13,27.97,42437520.25,2177812,42431533.38,856467,84869053.63,3034279,111922,50931,118068.0
752,2019-07-14,27.96,42446319.62,2179715,42477840.88,857279,84924160.5,3036994,111951,50949,118081.0
753,2019-07-15,27.96,42477013.61,2181430,42516506.91,858084,84993520.52,3039514,112027,50985,118156.0
754,2019-07-16,27.97,42480912.56,2182147,42557926.19,858532,85038838.75,3040679,112072,51005,118206.0
755,2019-07-17,27.96,42488914.15,2184130,42612246.74,859304,85101160.89,3043434,112138,51040,118279.0
756,2019-07-18,27.94,42496098.83,2187056,42663164.42,860705,85159263.25,3047761,112218,51080,118368.0
757,2019-07-19,27.92,42503614.33,2189211,42683122.13,861529,85186736.46,3050740,112266,51125,118449.0
758,2019-07-20,27.89,42514882.22,2192842,42708208.67,862674,85223090.89,3055516,112319,51171,118553.0
759,2019-07-21,27.86,42525009.31,2196774,42735105.05,863514,85260114.35,3060288,112375,51217,118625.0
760,2019-07-22,27.84,42532042.4,2199500,42764413.46,864274,85296455.86,3063774,112438,51263,118704.0
761,2019-07-23,27.82,42542948.75,2202451,42786144.39,865013,85329093.14,3067464,112523,51282,118809.0
762,2019-07-24,27.8,42549301.22,2204487,42805290.02,865826,85354591.24,3070313,112640,51305,118957.0
763,2019-07-25,27.78,42555871.94,2206394,42822920.47,866473,85378792.41,3072867,112693,51320,119007.0
764,2019-07-26,27.76,42565027.34,2209742,42846433.14,867221,85411460.48,3076963,112772,51347,119107.0
765,2019-07-27,27.73,42572606.92,2213068,42872822.86,867844,85445429.78,3080912,112792,51371,119129.0
766,2019-07-28,27.71,42580311.14,2216394,42898695.85,868440,85479006.98,3084834,112825,51374,119166.0
767,2019-07-29,27.69,42588612.06,2219506,42942685.74,869229,85531297.8,3088735,112957,51390,119286.0
768,2019-07-30,27.67,42609607.59,2223027,42971774.74,869943,85581382.33,3092970,113029,51410,119355.0
769,2019-07-31,27.66,42615636.03,2225770,43022700.39,870835,85638336.42,3096605,113101,51424,119435.0
770,2019-08-01,27.65,42622698.08,2228052,43090336.88,871680,85713034.96,3099732,113189,51455,119556.0
771,2019-08-02,27.64,42630048.85,2230067,43117101.07,872557,85747149.92,3102624,113281,51487,119654.0
772,2019-08-03,27.62,42636749.47,2232698,43150384.7,873396,85787134.18,3106094,113347,51541,119719.0
773,2019-08-04,27.6,42646269.59,2235188,43177605.14,874615,85823874.73,3109803,113388,51567,119747.0
774,2019-08-05,27.58,42652422.99,2237528,43201007.85,875552,85853430.85,3113080,113453,51614,119829.0
775,2019-08-06,27.57,42659861.85,2238882,43228074.13,876325,85887935.97,3115207,113499,51668,119925.0
776,2019-08-07,27.56,42667200.32,2240726,43257704.7,877305,85924905.03,3118031,113585,51701,120020.0
777,2019-08-08,27.55,42675616.85,2242690,43290078.64,878201,85965695.49,3120891,113668,51783,120142.0
778,2019-08-09,27.53,42681248.24,2244787,43325932.61,878905,86007180.85,3123692,113779,51812,120271.0
779,2019-08-10,27.52,42686149.14,2246329,43342769.55,879512,86028918.69,3125841,113944,51850,120450.0
780,2019-08-11,27.51,42691515.68,2247946,43361395.21,880271,86052910.89,3128217,114002,51877,120505.0
781,2019-08-12,27.52,42697394.05,2249625,43461009.57,881050,86158403.62,3130675,114082,51916,120613.0
782,2019-08-13,27.51,42704616.5,2251097,43496830.05,882167,86201446.55,3133264,114137,51943,120702.0
783,2019-08-14,27.5,42717293.12,2253027,43522047.95,883030,86239341.08,3136057,114222,51978,120779.0
784,2019-08-15,27.49,42727092.58,2254946,43546721.19,883720,86273813.77,3138666,114343,52037,120959.0
785,2019-08-16,27.48,42733193.62,2256789,43585774.03,884586,86318967.65,3141375,114407,52088,121021.0
786,2019-08-17,27.45,42739502.63,2259555,43602238.68,885511,86341741.3,3145066,114460,52154,121101.0
787,2019-08-18,27.43,42746909.94,2262424,43616266.06,886421,86363175.99,3148845,114535,52204,121178.0
788,2019-08-19,27.42,42753543.36,2264134,43640909.85,887128,86394453.21,3151262,114590,52241,121246.0
789,2019-08-20,27.36,42761796.77,2270240,43658937.14,888013,86420733.91,3158253,114809,52277,121461.0
790,2019-08-21,27.33,42767405.43,2274218,43678834.96,888705,86446240.38,3162923,114910,52295,121560.0
791,2019-08-22,27.31,42773803.55,2277384,43714330.83,889571,86488134.38,3166955,115010,52335,121656.0
792,2019-08-23,27.29,42781293.38,2280572,43747211.1,890414,86528504.48,3170986,115071,52433,121710.0
793,2019-08-24,27.25,42787653.6,2285111,43782932.68,891337,86570586.28,3176448,115214,52478,121854.0
794,2019-08-25,27.23,42794554.28,2287975,43811081.25,892082,86605635.53,3180057,115280,52514,121908.0
795,2019-08-26,27.23,42819134.92,2289808,43836484.39,892705,86655619.31,3182513,115496,52534,122151.0
796,2019-08-27,27.2,42827646.11,2293430,43855658.94,893288,86683305.05,3186718,115549,52543,122186.0
797,2019-08-28,27.19,42835131.24,2296587,43912978.43,893961,86748109.67,3190548,115647,52580,122297.0
798,2019-08-29,27.17,42843215.98,2299357,43949431.63,894626,86792647.6,3193983,115746,52644,122426.0
799,2019-08-30,27.15,42851666.93,2302519,43971389.23,895239,86823056.16,3197758,115817,52653,122509.0
800,2019-08-31,27.12,42861453.92,2307058,44008118.04,896370,86869571.96,3203428,115880,52715,122599.0
801,2019-09-01,27.09,42874605.27,2311404,44042494.93,897244,86917100.2,3208648,115967,52748,122693.0
802,2019-09-02,27.06,42883711.53,2315142,44076051.58,897936,86959763.11,3213078,115984,52781,122727.0
803,2019-09-03,27.05,42891885.4,2317672,44106069.65,898539,86997955.05,3216211,116086,52812,122777.0
804,2019-09-04,27.05,42912629.15,2319949,44173086.07,899230,87085715.22,3219179,116160,52861,122859.0
805,2019-09-05,27.05,42918214.51,2321543,44203490.69,899766,87121705.2,3221309,116209,52872,122915.0
806,2019-09-06,27.04,42924276.88,2322543,44226506.14,900274,87150783.02,3222817,116248,52896,122967.0
807,2019-09-07,27.04,42931890.0,2323543,44243903.13,900781,87175793.14,3224324,116271,52908,122993.0
808,2019-09-08,27.04,42936305.21,2324532,44284290.55,901241,87220595.76,3225773,116371,52917,123091.0
809,2019-09-09,27.05,42973365.82,2325372,44323473.93,901809,87296839.75,3227181,116394,52919,123116.0
810,2019-09-10,27.05,42978458.17,2326038,44349519.49,902320,87327977.66,3228358,116565,52942,123293.0
811,2019-09-11,27.05,42982843.81,2326799,44376947.32,902824,87359791.14,3229623,116624,52969,123388.0
812,2019-09-12,27.05,42989361.96,2327514,44409311.99,903419,87398673.95,3230933,116712,52977,123486.0
813,2019-09-13,27.06,42995999.53,2328219,44467556.37,904001,87463555.9,3232220,116780,53006,123562.0
814,2019-09-14,27.05,43002231.81,2330475,44497611.52,904621,87499843.32,3235096,116822,53024,123623.0
815,2019-09-15,27.03,43008591.01,2332199,44519458.71,905454,87528049.72,3237653,116863,53030,123659.0
816,2019-09-16,27.04,43019281.99,2333019,44548243.92,905886,87567525.91,3238905,116969,53033,123778.0
817,2019-09-17,27.04,43022556.0,2333560,44575585.73,906428,87598141.73,3239988,117033,53054,123805.0
818,2019-09-18,27.04,43026772.35,2334253,44600932.52,906883,87627704.86,3241136,117037,53066,123809.0
819,2019-09-19,27.05,43030494.35,2334908,44672477.73,907351,87702972.08,3242259,117079,53083,123866.0
820,2019-09-20,27.05,43038277.14,2335388,44687061.31,907756,87725338.46,3243144,117146,53094,123950.0
821,2019-09-21,27.04,43045289.14,2337059,44711865.51,908431,87757154.66,3245490,117231,53095,123998.0
822,2019-09-22,27.03,43053226.22,2338604,44735190.65,908988,87788416.87,3247592,117329,53131,124058.0
823,2019-09-23,27.03,43063095.44,2339472,44757565.15,909623,87820660.59,3249095,117374,53155,124108.0
824,2019-09-24,27.03,43067662.47,2340225,44790358.27,910104,87858020.74,3250329,117396,53186,124118.0
825,2019-09-25,27.03,43073218.91,2340793,44816260.96,910618,87889479.88,3251411,117411,53220,124145.0
826,2019-09-26,27.03,43081928.01,2341441,44840498.94,911106,87922426.95,3252547,117427,53248,124163.0
827,2019-09-27,27.03,43084857.72,2341981,44859176.19,911570,87944033.91,3253551,117434,53291,124170.0
828,2019-09-28,27.02,43091168.5,2343469,44872357.87,912129,87963526.37,3255598,117492,53323,124225.0
829,2019-09-29,27.02,43139019.78,2345421,44898648.51,912750,88037668.29,3258171,117594,53334,124339.0
830,2019-09-30,27.01,43147599.63,2347036,44920939.76,913279,88068539.39,3260315,117691,53359,124462.0
831,2019-10-01,26.99,43154484.69,2350230,44953482.15,913890,88107966.84,3264120,117737,53418,124535.0
832,2019-10-02,26.97,43176664.41,2353317,44969131.88,914406,88145796.3,3267723,117802,53449,124613.0
833,2019-10-03,26.95,43184286.9,2356792,44991481.46,914981,88175768.36,3271773,117916,53458,124710.0
834,2019-10-04,26.93,43190651.39,2359461,45016698.78,915629,88207350.17,3275090,117959,53484,124775.0
835,2019-10-05,26.91,43197523.58,2362299,45029006.26,916247,88226529.85,3278546,117974,53532,124808.0
836,2019-10-06,26.9,43204530.25,2364059,45076008.78,917292,88280539.03,3281351,118019,53586,124847.0
837,2019-10-07,26.89,43212643.21,2366403,45111057.9,918066,88323701.12,3284469,118037,53606,124877.0
838,2019-10-08,26.88,43219904.84,2368753,45144380.62,918965,88364285.47,3287718,118112,53648,124967.0
839,2019-10-09,26.86,43297607.79,2373510,45163398.99,919663,88461006.78,3293173,118184,53710,125059.0
840,2019-10-10,26.84,43331711.13,2376972,45178124.06,920261,88509835.19,3297233,118224,53736,125137.0
841,2019-10-11,26.81,43337424.17,2381357,45200506.02,920965,88537930.19,3302322,118302,53777,125282.0
842,2019-10-12,26.79,43347446.77,2383694,45220642.84,921849,88568089.61,3305543,118355,53805,125351.0
843,2019-10-13,26.79,43408977.39,2386227,45234679.13,922487,88643656.51,3308714,118497,53846,125499.0
844,2019-10-14,26.8,43501340.92,2389183,45253941.88,922981,88755282.8,3312164,118592,53863,125592.0
845,2019-10-15,26.83,43703634.06,2393217,45295098.7,923600,88998732.76,3316817,118655,53899,125662.0
846,2019-10-16,26.86,43807682.37,2395784,45368627.74,924503,89176310.12,3320287,118797,53951,125832.0
847,2019-10-17,26.87,43929509.17,2399644,45398138.18,925299,89327647.35,3324943,118925,53993,126024.0
848,2019-10-18,26.87,44011819.11,2403003,45442470.31,926105,89454289.42,3329108,119098,54058,126193.0
849,2019-10-19,26.88,44100782.87,2406042,45475940.59,927006,89576723.47,3333048,119273,54099,126333.0
850,2019-10-20,26.89,44346777.29,2413703,45502866.73,927902,89849644.02,3341605,119453,54151,126535.0
851,2019-10-21,26.89,44386091.67,2415915,45543174.17,928840,89929265.84,3344755,119526,54174,126619.0
852,2019-10-22,26.89,44438220.81,2418062,45577791.06,929934,90016011.87,3347996,119611,54252,126710.0
853,2019-10-23,26.89,44476718.8,2419631,45605604.79,930621,90082323.58,3350252,119693,54299,126802.0
854,2019-10-24,26.89,44521093.57,2421219,45634060.68,931319,90155154.25,3352538,119817,54338,126914.0
855,2019-10-25,26.89,44573143.53,2423009,45664198.67,932207,90237342.2,3355216,119970,54372,127042.0
856,2019-10-26,26.89,44624967.46,2425926,45701784.9,933280,90326752.36,3359206,120102,54429,127174.0
857,2019-10-27,26.89,44655502.04,2428579,45766155.38,934226,90421657.42,3362805,120227,54505,127370.0
858,2019-10-28,26.88,44685691.72,2431377,45810267.16,935260,90495958.89,3366637,120298,54539,127419.0
859,2019-10-29,26.88,44719291.6,2433490,45843436.49,936081,90562728.09,3369571,120438,54590,127563.0
860,2019-10-30,26.88,44755260.65,2435503,45887899.12,936927,90643159.77,3372430,120499,54644,127635.0
861,2019-10-31,26.87,44777264.61,2437400,45931179.11,937826,90708443.73,3375226,120533,54675,127664.0
862,2019-11-01,26.86,44805495.79,2439992,45953081.94,938655,90758577.74,3378647,120684,54690,127812.0
863,2019-11-02,26.85,44830469.59,2443119,45994329.98,939521,90824799.57,3382640,120764,54744,127923.0
864,2019-11-03,26.85,44875540.13,2445401,46033004.62,940280,90908544.75,3385681,120850,54800,128010.0
865,2019-11-04,26.85,44904744.43,2447512,46062326.13,941051,90967070.56,3388563,121038,54849,128234.0
866,2019-11-05,26.84,44917938.71,2449798,46095987.99,941803,91013926.7,3391601,121191,54919,128409.0
867,2019-11-06,26.82,44952614.49,2453886,46124862.55,942595,91077477.04,3396481,121270,54941,128481.0
868,2019-11-07,26.79,45003062.45,2459089,46145733.38,943194,91148795.83,3402283,121466,54977,128659.0
869,2019-11-08,26.77,45021716.96,2463110,46167770.74,943756,91189487.71,3406866,121587,55009,128786.0
870,2019-11-09,26.74,45039240.61,2467339,46188352.77,944641,91227593.38,3411980,121808,55057,129014.0
871,2019-11-10,26.72,45056217.59,2471558,46234562.26,945446,91290779.85,3417004,121933,55108,129139.0
872,2019-11-11,26.71,45074994.51,2474300,46292530.16,946188,91367524.67,3420488,122262,55154,129523.0
873,2019-11-12,26.7,45096962.57,2477328,46319300.77,946937,91416263.33,3424265,122644,55209,129977.0
874,2019-11-13,26.68,45113285.13,2480147,46344643.5,947964,91457928.64,3428111,122977,55249,130335.0
875,2019-11-14,26.67,45130090.81,2482183,46367809.48,948575,91497900.3,3430758,123115,55286,130487.0
876,2019-11-15,26.65,45141964.87,2484659,46381938.97,949115,91523903.84,3433774,123277,55349,130708.0
877,2019-11-16,26.64,45151258.33,2487178,46394427.94,949746,91545686.28,3436924,123394,55396,130830.0
878,2019-11-17,26.63,45165440.55,2489197,46433090.42,950426,91598530.96,3439623,123456,55436,130910.0
879,2019-11-18,26.62,45178215.54,2491648,46466963.71,951052,91645179.24,3442700,123585,55475,131051.0
880,2019-11-19,26.61,45191903.3,2493987,46497590.63,951653,91689493.93,3445640,123742,55579,131250.0
881,2019-11-20,26.6,45206389.68,2496307,46529588.04,952350,91735977.72,3448657,123980,55675,131531.0
882,2019-11-21,26.59,45218875.79,2498272,46557735.28,952999,91776611.07,3451271,124074,55750,131716.0
883,2019-11-22,26.54,45226620.9,2499764,46687678.24,963995,91914299.14,3463759,124442,55992,132218.0
884,2019-11-23,26.43,45237047.45,2503755,46779780.96,977503,92016828.41,3481258,124619,56167,132425.0
885,2019-11-24,26.31,45247923.8,2507433,46866635.39,994118,92114559.2,3501551,124801,56269,132574.0
886,2019-11-25,26.25,45259543.39,2510292,46936029.12,1001638,92195572.51,3511930,124876,56376,132739.0
887,2019-11-26,26.18,45272842.78,2513876,46985627.64,1010335,92258470.42,3524211,125023,56486,132902.0
888,2019-11-27,26.11,45285634.84,2516792,47066594.74,1019700,92352229.57,3536492,125123,56586,133068.0
889,2019-11-28,26.06,45296785.29,2518622,47133773.42,1028133,92430558.71,3546755,125217,56693,133182.0
890,2019-11-29,25.95,45313929.76,2521240,47212159.33,1043863,92526089.09,3565103,125295,56760,133287.0
891,2019-11-30,25.88,45326207.94,2524449,47290716.57,1054196,92616924.51,3578645,125409,56869,133413.0
892,2019-12-01,25.79,45339973.76,2527487,47362882.26,1067693,92702856.02,3595180,125447,56964,133492.0
893,2019-12-02,25.7,45346093.33,2530200,47428932.74,1079092,92775026.07,3609292,125649,57033,133705.0
894,2019-12-03,25.67,45353622.39,2531720,47508323.48,1085739,92861945.86,3617459,125804,57110,133898.0
895,2019-12-04,25.64,45360540.55,2533570,47573455.32,1091599,92933995.87,3625169,125907,57133,134009.0
896,2019-12-05,25.61,45446354.63,2538105,47649171.39,1097338,93095526.03,3635443,126160,57226,134226.0
897,2019-12-06,25.57,45453530.29,2539648,47702994.98,1103942,93156525.27,3643590,126228,57263,134291.0
898,2019-12-07,25.52,45463331.78,2542025,47752312.66,1110994,93215644.44,3653019,126281,57319,134352.0
899,2019-12-08,25.46,45474764.92,2544994,47818656.67,1119133,93293421.58,3664127,126411,57408,134487.0
900,2019-12-09,25.43,45487410.51,2546987,47920371.63,1126444,93407782.14,3673431,126469,57485,134563.0
901,2019-12-10,25.4,45507342.52,2549526,47987781.99,1131842,93495124.51,3681368,126564,57558,134660.0
902,2019-12-11,25.36,45531288.86,2552657,48043178.18,1136812,93574467.04,3689469,126672,57598,134764.0
903,2019-12-12,25.33,45545619.42,2557103,48105506.6,1140773,93651126.03,3697876,126795,57699,134916.0
904,2019-12-13,25.3,45557637.14,2559494,48142563.59,1144364,93700200.73,3703858,126907,57760,135035.0
905,2019-12-14,25.27,45571219.7,2562725,48187768.11,1147459,93758987.82,3710184,127056,57862,135165.0
906,2019-12-15,25.24,45597070.65,2565331,48215358.97,1151038,93812429.62,3716369,127154,57907,135274.0
907,2019-12-16,25.23,45612303.2,2567171,48269151.41,1154194,93881454.61,3721365,127236,57978,135368.0
908,2019-12-17,25.22,45631350.93,2569507,48308091.37,1155934,93939442.3,3725441,127303,58045,135455.0
909,2019-12-18,25.23,45795863.39,2573484,48360192.62,1158212,94156056.01,3731696,127422,58102,135625.0
910,2019-12-19,25.22,45851681.55,2577358,48412405.22,1160411,94264086.77,3737769,127635,58145,135825.0
911,2019-12-20,25.21,45902686.0,2579838,48462146.42,1163058,94364832.41,3742896,127734,58191,135889.0
912,2019-12-21,25.19,45954594.85,2582051,48496632.71,1167774,94451227.56,3749825,127844,58216,136026.0
913,2019-12-22,25.15,45984876.8,2585283,48527132.96,1172970,94512009.75,3758253,127938,58269,136127.0
914,2019-12-23,25.14,46034005.82,2587548,48553846.84,1175313,94587852.65,3762861,128065,58327,136223.0
915,2019-12-24,25.12,46075325.98,2590372,48582619.78,1177542,94657945.76,3767914,128152,58356,136340.0
916,2019-12-25,25.1,46106531.1,2593524,48614271.15,1179704,94720802.25,3773228,128233,58409,136397.0
917,2019-12-26,25.1,46160778.68,2596921,48671279.87,1181961,94832058.55,3778882,128306,58498,136462.0
918,2019-12-27,25.07,46201171.97,2600283,48711020.74,1185984,94912192.71,3786267,128382,58548,136517.0
