"Date","Secondary Sales"
"2020-11-22",1818710
"2020-11-23",1819586
"2020-11-24",1820346
"2020-11-25",1821135
"2020-11-26",1821856
"2020-11-27",1823011
"2020-11-28",1824083
"2020-11-29",1825107
"2020-11-30",1825773
"2020-12-01",1826561
"2020-12-02",1827439
"2020-12-03",1828133
"2020-12-04",1828994
"2020-12-05",1829916
"2020-12-06",1831029
"2020-12-07",1831969
"2020-12-08",1832880
"2020-12-09",1833599
"2020-12-10",1834381
"2020-12-11",1835412
"2020-12-12",1836629
"2020-12-13",1837712
"2020-12-14",1838506
"2020-12-15",1839338
"2020-12-16",1839969
"2020-12-17",1840412
"2020-12-18",1841150
"2020-12-19",1841837
"2020-12-20",1842808
"2020-12-21",1843394
"2020-12-22",1844343
"2020-12-23",1844941
"2020-12-24",1845714
"2020-12-25",1846455
"2020-12-26",1847129
"2020-12-27",1847800
"2020-12-28",1848456
"2020-12-29",1849154
"2020-12-30",1849779
"2020-12-31",1850286
"2021-01-01",1851003
"2021-01-02",1851638
"2021-01-03",1852094
"2021-01-04",1852620
"2021-01-05",1853219
"2021-01-06",1853784
"2021-01-07",1854314
"2021-01-08",1855132
"2021-01-09",1855812
"2021-01-10",1856552
"2021-01-11",1857105
"2021-01-12",1857771
"2021-01-13",1858516
"2021-01-14",1859142
"2021-01-15",1859802
"2021-01-16",1860324
"2021-01-17",1861060
"2021-01-18",1861972
"2021-01-19",1862682
"2021-01-20",1863589
"2021-01-21",1864388
"2021-01-22",1865524
"2021-01-23",1866376
"2021-01-24",1867293
"2021-01-25",1868034
"2021-01-26",1869195
"2021-01-27",1870114
"2021-01-28",1870711
"2021-01-29",1871658
"2021-01-30",1872665
"2021-01-31",1873801
"2021-02-01",1875156
"2021-02-02",1877330
"2021-02-03",1878821
"2021-02-04",1879804
"2021-02-05",1880695
"2021-02-06",1881761
"2021-02-07",1882714
"2021-02-08",1883490
"2021-02-09",1884375
"2021-02-10",1884932
"2021-02-11",1886526
"2021-02-12",1887528
"2021-02-13",1888818
"2021-02-14",1890688
"2021-02-15",1892542
"2021-02-16",1894614
"2021-02-17",1896537
"2021-02-18",1898205
"2021-02-19",1899604
"2021-02-20",1901147
"2021-02-21",1903339
"2021-02-22",1905267
"2021-02-23",1906411
"2021-02-24",1909572
"2021-02-25",1912070
"2021-02-26",1917904
"2021-02-27",1924681
"2021-02-28",1927927
"2021-03-01",1930628
"2021-03-02",1934674
"2021-03-03",1938415
"2021-03-04",1941644
"2021-03-05",1944872
"2021-03-06",1947784
"2021-03-07",1950121
"2021-03-08",1953314
"2021-03-09",1956407
"2021-03-10",1959528
"2021-03-11",1962596
"2021-03-12",1965405
"2021-03-13",1968481
"2021-03-14",1972488
"2021-03-15",1975789
"2021-03-16",1979086
"2021-03-17",1982155
"2021-03-18",1985577
"2021-03-19",1988656
"2021-03-20",1991830
"2021-03-21",1995479
"2021-03-22",1998955
"2021-03-23",2001574
"2021-03-24",2003864
"2021-03-25",2005920
"2021-03-26",2008313
"2021-03-27",2010597
"2021-03-28",2012884
"2021-03-29",2015454
"2021-03-30",2017457
"2021-03-31",2019120
"2021-04-01",2020786
"2021-04-02",2021608
"2021-04-03",2023290
"2021-04-04",2025619
"2021-04-05",2027294
"2021-04-06",2028958
"2021-04-07",2030648
"2021-04-08",2032503
"2021-04-09",2034404
"2021-04-10",2036300
"2021-04-11",2038404
"2021-04-12",2040159
"2021-04-13",2042128
"2021-04-14",2043561
"2021-04-15",2044987
"2021-04-16",2046768
"2021-04-17",2048313
"2021-04-18",2049726
"2021-04-19",2050810
"2021-04-20",2051346
"2021-04-21",2052740
"2021-04-22",2054040
"2021-04-23",2055817
"2021-04-24",2057105
"2021-04-25",2058633
"2021-04-26",2060036
"2021-04-27",2061507
"2021-04-28",2062668
"2021-04-29",2063932
"2021-04-30",2065857
"2021-05-01",2069275
"2021-05-02",2072746
"2021-05-03",2076366
"2021-05-04",2079616
"2021-05-05",2082135
"2021-05-06",2084425
"2021-05-07",2086747
"2021-05-08",2088066
"2021-05-09",2090046
"2021-05-10",2090951
"2021-05-11",2091862
"2021-05-12",2093048
"2021-05-13",2095061
"2021-05-14",2097830
"2021-05-15",2100850
"2021-05-16",2103613
"2021-05-17",2106544
"2021-05-18",2109783
"2021-05-19",2112317
"2021-05-20",2115586
"2021-05-21",2118918
"2021-05-22",2123032
"2021-05-23",2126280
"2021-05-24",2129838
"2021-05-25",2133858
"2021-05-26",2137962
"2021-05-27",2142174
"2021-05-28",2146392
"2021-05-29",2151388
"2021-05-30",2156769
"2021-05-31",2161885
"2021-06-01",2167914
"2021-06-02",2173431
"2021-06-03",2178560
"2021-06-04",2184384
"2021-06-05",2190008
"2021-06-06",2195547
"2021-06-07",2201401
"2021-06-08",2207371
"2021-06-09",2213023
"2021-06-10",2218812
"2021-06-11",2226175
"2021-06-12",2232474
"2021-06-13",2238551
"2021-06-14",2244195
"2021-06-15",2251924
"2021-06-16",2259720
"2021-06-17",2266489
"2021-06-18",2276337
"2021-06-19",2286353
"2021-06-20",2299387
"2021-06-21",2314597
"2021-06-22",2325036
"2021-06-23",2334997
"2021-06-24",2345591
"2021-06-25",2356592
"2021-06-26",2369852
"2021-06-27",2386305
"2021-06-28",2401385
"2021-06-29",2415994
"2021-06-30",2430941
"2021-07-01",2447490
"2021-07-02",2462928
"2021-07-03",2479035
"2021-07-04",2496724
"2021-07-05",2512581
"2021-07-06",2531583
"2021-07-07",2551689
"2021-07-08",2573966
"2021-07-09",2596097
"2021-07-10",2616309
"2021-07-11",2634850
"2021-07-12",2649497
"2021-07-13",2667237
"2021-07-14",2692787
"2021-07-15",2733589
"2021-07-16",2771903
"2021-07-17",2809505
"2021-07-18",2843133
"2021-07-19",2880236
"2021-07-20",2923783
"2021-07-21",2964560
"2021-07-22",3001727
"2021-07-23",3058365
"2021-07-24",3102954
"2021-07-25",3151361
"2021-07-26",3188348
"2021-07-27",3225624
"2021-07-28",3271305
"2021-07-29",3325707
"2021-07-30",3378057
"2021-07-31",3431227
"2021-08-01",3483556
"2021-08-02",3537862
"2021-08-03",3611969
"2021-08-04",3682934
"2021-08-05",3758766
"2021-08-06",3840157
"2021-08-07",3907474
"2021-08-08",3987770
"2021-08-09",4078281
"2021-08-10",4167961
"2021-08-11",4252059
"2021-08-12",4334634
"2021-08-13",4413995
"2021-08-14",4496871
"2021-08-15",4580385
"2021-08-16",4672819
"2021-08-17",4759302
"2021-08-18",4838632
"2021-08-19",4916815
"2021-08-20",4994738
"2021-08-21",5075305
"2021-08-22",5154738
"2021-08-23",5227842
"2021-08-24",5309611
"2021-08-25",5389502
"2021-08-26",5472279
"2021-08-27",5555112
"2021-08-28",5649054
"2021-08-29",5743913
"2021-08-30",5838052
"2021-08-31",5927266
"2021-09-01",6006006
"2021-09-02",6083756
"2021-09-03",6156291
"2021-09-04",6239173
"2021-09-05",6319788
"2021-09-06",6400619
"2021-09-07",6475890
"2021-09-08",6546736
"2021-09-09",6617764
"2021-09-10",6690898
"2021-09-11",6761100
"2021-09-12",6823110
"2021-09-13",6886090
"2021-09-14",6949587
"2021-09-15",7019135
"2021-09-16",7090568
"2021-09-17",7158576
"2021-09-18",7230596
"2021-09-19",7297805
"2021-09-20",7365326
"2021-09-21",7435025
"2021-09-22",7503343
"2021-09-23",7607108
"2021-09-24",7695797
"2021-09-25",7719242
"2021-09-26",7750480
"2021-09-27",7782647
"2021-09-28",7810125
"2021-09-29",7837465
"2021-09-30",3526174
"2021-10-01",3548824
"2021-10-02",3571757
"2021-10-03",3598742
"2021-10-04",3638027
"2021-10-05",3669403
"2021-10-06",3694546
"2021-10-07",3714870
"2021-10-08",3741168
"2021-10-09",3762413
"2021-10-10",3781773
"2021-10-11",3798311
"2021-10-12",3814242
"2021-10-13",3827129
"2021-10-14",3838475
"2021-10-15",3848763
"2021-10-16",3861218
"2021-10-17",3872177
"2021-10-18",3875587
"2021-10-19",3945272
"2021-10-20",3990166
"2021-10-21",4013743
"2021-10-22",4033855
"2021-10-23",4074263
"2021-10-24",4121851
"2021-10-25",4143102
"2021-10-26",4158797
"2021-10-27",4205174
"2021-10-28",4219818
"2021-10-29",4232987
"2021-10-30",4237007
"2021-10-31",4254714
"2021-11-01",4256254
"2021-11-02",4276645
"2021-11-03",4278088
"2021-11-04",4286059
"2021-11-05",4293078
"2021-11-06",4337221
"2021-11-07",4356962
"2021-11-08",4371791
"2021-11-09",4390514
"2021-11-10",4418206
"2021-11-11",4424365
"2021-11-12",4430059
"2021-11-13",4459412
"2021-11-14",4485491
"2021-11-15",5732903
"2021-11-16",4550462
"2021-11-17",4602366
"2021-11-18",4643095
"2021-11-19",4676898
"2021-11-20",4716854
"2021-11-21",4751559
"2021-11-22",4796995
"2021-11-23",4860024
"2021-11-24",4928863
"2021-11-25",4969416
"2021-11-26",5007026
"2021-11-27",5058851
"2021-11-28",5115819
"2021-11-29",5189255
"2021-11-30",5247867
"2021-12-01",5322139
"2021-12-02",5372797
"2021-12-03",5411384
"2021-12-04",5478667
"2021-12-05",5644790
"2021-12-06",5832599
"2021-12-07",6049431
"2021-12-08",6164430
"2021-12-09",6171712
"2021-12-10",6336522
"2021-12-11",6507820
"2021-12-12",6715232
"2021-12-13",6928043
"2021-12-14",7130969
"2021-12-15",7327885
"2021-12-16",7496093
"2021-12-17",7671577
"2021-12-18",7845298
"2021-12-19",8020657
"2021-12-20",8203490
"2021-12-21",8389912
"2021-12-22",8564135
"2021-12-23",8734786
"2021-12-24",8945018
"2021-12-25",9103573
"2021-12-26",9265572
"2021-12-27",12400253
"2021-12-28",12406838
"2021-12-29",12414056
"2021-12-30",12423484
"2021-12-31",12436006
"2022-01-01",12766204
"2022-01-02",12778616
"2022-01-03",12883726
"2022-01-04",12972789
"2022-01-05",13170586
"2022-01-06",13346954
"2022-01-07",13459606
"2022-01-08",9203799
"2022-01-09",13891126
"2022-01-10",14008210
"2022-01-11",14217838
"2022-01-12",14362566
"2022-01-13",14524907
"2022-01-14",14545698
"2022-01-15",14979820
"2022-01-16",15271860
"2022-01-17",15464131
"2022-01-18",15706658
"2022-01-19",15913801
"2022-01-20",16067261
"2022-01-21",16314730
"2022-01-22",16523118
"2022-01-23",16767992
"2022-01-24",17000164
"2022-01-25",17241759
"2022-01-26",17333314
"2022-01-27",17366821
"2022-01-28",17388302
"2022-01-29",17466819
"2022-01-30",17525898
"2022-01-31",17573499
"2022-02-01",17609089
"2022-02-02",17665119
"2022-02-03",17688124
"2022-02-04",17707450
"2022-02-05",17760600
"2022-02-06",17788959
"2022-02-07",17818419
"2022-02-08",17837782
"2022-02-09",17851239
"2022-02-10",17846924
