"Date","Active Market Wallets"
"2020-12-23",203110
"2020-12-24",203518
"2020-12-25",203799
"2020-12-26",204049
"2020-12-27",204386
"2020-12-28",204601
"2020-12-29",204829
"2020-12-30",205108
"2020-12-31",205394
"2021-01-01",205665
"2021-01-02",205885
"2021-01-03",206004
"2021-01-04",206069
"2021-01-05",206234
"2021-01-06",206340
"2021-01-07",206594
"2021-01-08",206710
"2021-01-09",206912
"2021-01-10",207346
"2021-01-11",207387
"2021-01-12",207599
"2021-01-13",207926
"2021-01-14",208306
"2021-01-15",208581
"2021-01-16",208813
"2021-01-17",209018
"2021-01-18",209252
"2021-01-19",209333
"2021-01-20",209483
"2021-01-21",209632
"2021-01-22",209886
"2021-01-23",210057
"2021-01-24",210404
"2021-01-25",210716
"2021-01-26",210994
"2021-01-27",211269
"2021-01-28",211456
"2021-01-29",211715
"2021-01-30",212690
"2021-01-31",213677
"2021-02-01",214603
"2021-02-02",214962
"2021-02-03",215260
"2021-02-04",215453
"2021-02-05",215665
"2021-02-06",216152
"2021-02-07",216510
"2021-02-08",216683
"2021-02-09",216843
"2021-02-10",217038
"2021-02-11",217629
"2021-02-12",217955
"2021-02-13",218254
"2021-02-14",218738
"2021-02-15",219233
"2021-02-16",220011
"2021-02-17",220483
"2021-02-18",221257
"2021-02-19",221706
"2021-02-20",222035
"2021-02-21",222719
"2021-02-22",223407
"2021-02-23",223798
"2021-02-24",224690
"2021-02-25",225652
"2021-02-26",226679
"2021-02-27",228380
"2021-02-28",229585
"2021-03-01",230846
"2021-03-02",232626
"2021-03-03",233964
"2021-03-04",235273
"2021-03-05",236465
"2021-03-06",238180
"2021-03-07",239933
"2021-03-08",241114
"2021-03-09",242143
"2021-03-10",243725
"2021-03-11",244684
"2021-03-12",246171
"2021-03-13",248493
"2021-03-14",250487
"2021-03-15",252159
"2021-03-16",253966
"2021-03-17",255496
"2021-03-18",256767
"2021-03-19",258772
"2021-03-20",260301
"2021-03-21",261661
"2021-03-22",262786
"2021-03-23",263739
"2021-03-24",264711
"2021-03-25",265765
"2021-03-26",266842
"2021-03-27",267757
"2021-03-28",268873
"2021-03-29",269829
"2021-03-30",270616
"2021-03-31",271371
"2021-04-01",272162
"2021-04-02",272569
"2021-04-03",273222
"2021-04-04",273980
"2021-04-05",274991
"2021-04-06",275819
"2021-04-07",277371
"2021-04-08",278206
"2021-04-09",279088
"2021-04-10",280079
"2021-04-11",281149
"2021-04-12",281801
"2021-04-13",282797
"2021-04-14",283668
"2021-04-15",284722
"2021-04-16",285570
"2021-04-17",286289
"2021-04-18",286991
"2021-04-19",287388
"2021-04-20",287809
"2021-04-21",288325
"2021-04-22",288761
"2021-04-23",289880
"2021-04-24",290581
"2021-04-25",291266
"2021-04-26",292082
"2021-04-27",293141
"2021-04-28",294219
"2021-04-29",295447
"2021-04-30",297072
"2021-05-01",298791
"2021-05-02",300758
"2021-05-03",302531
"2021-05-04",303416
"2021-05-05",304608
"2021-05-06",306301
"2021-05-07",307551
"2021-05-08",308044
"2021-05-09",308643
"2021-05-10",309033
"2021-05-11",309720
"2021-05-12",312359
"2021-05-13",313586
"2021-05-14",314250
"2021-05-15",315681
"2021-05-16",317266
"2021-05-17",318368
"2021-05-18",319224
"2021-05-19",319827
"2021-05-20",321040
"2021-05-21",322315
"2021-05-22",324421
"2021-05-23",326781
"2021-05-24",328493
"2021-05-25",330516
"2021-05-26",331973
"2021-05-27",334045
"2021-05-28",336008
"2021-05-29",337585
"2021-05-30",339675
"2021-05-31",341205
"2021-06-01",342996
"2021-06-02",344896
"2021-06-03",346252
"2021-06-04",348084
"2021-06-05",349990
"2021-06-06",352002
"2021-06-07",353538
"2021-06-08",355293
"2021-06-09",357252
"2021-06-10",359490
"2021-06-11",361979
"2021-06-12",364143
"2021-06-13",366118
"2021-06-14",368526
"2021-06-15",370261
"2021-06-16",372523
"2021-06-17",374536
"2021-06-18",377252
"2021-06-19",379770
"2021-06-20",382501
"2021-06-21",385887
"2021-06-22",388197
"2021-06-23",390992
"2021-06-24",394015
"2021-06-25",397615
"2021-06-26",401265
"2021-06-27",405305
"2021-06-28",408902
"2021-06-29",412441
"2021-06-30",417304
"2021-07-01",421538
"2021-07-02",426147
"2021-07-03",429818
"2021-07-04",434608
"2021-07-05",439768
"2021-07-06",445883
"2021-07-07",452965
"2021-07-08",461706
"2021-07-09",467490
"2021-07-10",474313
"2021-07-11",479396
"2021-07-12",484016
"2021-07-13",490589
"2021-07-14",497615
"2021-07-15",509918
"2021-07-16",520158
"2021-07-17",529425
"2021-07-18",536494
"2021-07-19",545218
"2021-07-20",554036
"2021-07-21",561268
"2021-07-22",570207
"2021-07-23",579525
"2021-07-24",586812
"2021-07-25",597046
"2021-07-26",603278
"2021-07-27",610030
"2021-07-28",619542
"2021-07-29",630968
"2021-07-30",639619
"2021-07-31",650234
"2021-08-01",659624
"2021-08-02",670675
"2021-08-03",682814
"2021-08-04",692917
"2021-08-05",705509
"2021-08-06",720295
"2021-08-07",731754
"2021-08-08",744459
"2021-08-09",758204
"2021-08-10",770020
"2021-08-11",783851
"2021-08-12",799039
"2021-08-13",807818
"2021-08-14",819051
"2021-08-15",831645
"2021-08-16",844229
"2021-08-17",857783
"2021-08-18",870525
"2021-08-19",882556
"2021-08-20",895470
"2021-08-21",908526
"2021-08-22",920034
"2021-08-23",929231
"2021-08-24",941246
"2021-08-25",952150
"2021-08-26",964099
"2021-08-27",980202
"2021-08-28",992816
"2021-08-29",1004970
"2021-08-30",1018782
"2021-08-31",1029664
"2021-09-01",1039461
"2021-09-02",1049844
"2021-09-03",1059077
"2021-09-04",1072779
"2021-09-05",1084254
"2021-09-06",1096981
"2021-09-07",1106796
"2021-09-08",1119331
"2021-09-09",1131068
"2021-09-10",1142444
"2021-09-11",1155444
"2021-09-12",1165141
"2021-09-13",1173623
"2021-09-14",1182996
"2021-09-15",1195499
"2021-09-16",1205736
"2021-09-17",1215904
"2021-09-18",1226949
"2021-09-19",1235633
"2021-09-20",1243767
"2021-09-21",1252813
"2021-09-22",1263155
"2021-09-23",1280270
"2021-09-24",1297433
"2021-09-25",1304487
"2021-09-26",1309130
"2021-09-27",1314145
"2021-09-28",1317953
"2021-09-29",1322651
"2021-09-30",568259
"2021-10-01",571228
"2021-10-02",573905
"2021-10-04",580431
"2021-10-05",583809
"2021-10-06",586552
"2021-10-07",591420
"2021-10-08",597027
"2021-10-09",600499
"2021-10-10",604565
"2021-10-11",606835
"2021-10-12",609729
"2021-10-13",611904
"2021-10-14",615689
"2021-10-15",618286
"2021-10-16",621807
"2021-10-17",623724
"2021-10-18",653853
"2021-10-19",665931
"2021-10-20",674793
"2021-10-21",680815
"2021-10-22",686898
"2021-10-23",696457
"2021-10-24",706195
"2021-10-25",711392
"2021-10-26",716292
"2021-10-27",728534
"2021-10-28",732465
"2021-10-29",737240
"2021-10-30",748347
"2021-10-31",753316
"2021-11-01",754633
"2021-11-02",763565
"2021-11-03",767183
"2021-11-04",769282
"2021-11-05",771260
"2021-11-06",778634
"2021-11-07",782281
"2021-11-08",788567
"2021-11-09",794987
"2021-11-10",801081
"2021-11-11",804395
"2021-11-12",806542
"2021-11-13",819909
"2021-11-14",825744
"2021-11-15",1067546
"2021-11-16",845864
"2021-11-17",859095
"2021-11-18",870934
"2021-11-19",880869
"2021-11-20",896006
"2021-11-21",905375
"2021-11-22",920205
"2021-11-23",945174
"2021-11-24",963602
"2021-11-25",975796
"2021-11-26",985643
"2021-11-27",995849
"2021-11-28",1007794
"2021-11-29",1023208
"2021-11-30",1033806
"2021-12-01",1050148
"2021-12-02",1059942
"2021-12-03",1067234
"2021-12-04",1079316
"2021-12-05",1110941
"2021-12-06",1142992
"2021-12-07",1183163
"2021-12-08",1203243
"2021-12-09",1206221
"2021-12-10",1234468
"2021-12-11",1258923
"2021-12-12",1291448
"2021-12-13",1328175
"2021-12-14",1353896
"2021-12-15",1382354
"2021-12-16",1408097
"2021-12-17",1433344
"2021-12-18",1458625
"2021-12-19",1486612
"2021-12-20",1516275
"2021-12-21",1543020
"2021-12-22",1569416
"2021-12-23",1591231
"2021-12-24",1620609
"2021-12-25",1645312
"2021-12-26",1674830
"2021-12-27",2127740
"2021-12-28",2128373
"2021-12-29",2131050
"2021-12-30",2132288
"2021-12-31",2134272
"2022-01-01",2180490
"2022-01-02",2184150
"2022-01-03",2199821
"2022-01-04",2216314
"2022-01-05",2253985
"2022-01-06",2286581
"2022-01-07",2304768
"2022-01-08",1884842
"2022-01-09",2389221
"2022-01-10",2409278
"2022-01-11",2437041
"2022-01-12",2463881
"2022-01-13",2489565
"2022-01-14",2492951
"2022-01-15",2566576
"2022-01-16",2615031
"2022-01-17",2644627
"2022-01-18",2679420
"2022-01-19",2720578
"2022-01-20",2750146
"2022-01-21",2787376
"2022-01-22",2821303
"2022-01-23",2866560
"2022-01-24",2902658
"2022-01-25",2936174
"2022-01-26",2946993
"2022-01-27",2951511
"2022-01-28",2953641
"2022-01-29",2965618
"2022-01-30",2984972
"2022-01-31",2990502
"2022-02-01",2997719
"2022-02-02",3003555
"2022-02-03",3006208
"2022-02-04",3010075
"2022-02-05",3020137
"2022-02-06",3026532
"2022-02-07",3030835
"2022-02-08",3032968
"2022-02-09",3033989
"2022-02-10",3033710
