"Date","Unique Buyers"
"2020-12-25",188786
"2020-12-26",189029
"2020-12-27",189275
"2020-12-28",189458
"2020-12-29",189666
"2020-12-30",190047
"2020-12-31",190349
"2021-01-01",190631
"2021-01-02",190850
"2021-01-03",190928
"2021-01-04",191073
"2021-01-05",191219
"2021-01-06",191276
"2021-01-07",191485
"2021-01-08",191597
"2021-01-09",191800
"2021-01-10",192191
"2021-01-11",192238
"2021-01-12",192504
"2021-01-13",192788
"2021-01-14",193140
"2021-01-15",193350
"2021-01-16",193616
"2021-01-17",193735
"2021-01-18",193963
"2021-01-19",194063
"2021-01-20",194206
"2021-01-21",194358
"2021-01-22",194595
"2021-01-23",194779
"2021-01-24",195148
"2021-01-25",195373
"2021-01-26",195647
"2021-01-27",195883
"2021-01-28",196087
"2021-01-29",196394
"2021-01-30",197423
"2021-01-31",198492
"2021-02-01",199361
"2021-02-02",199723
"2021-02-03",200028
"2021-02-04",200176
"2021-02-05",200371
"2021-02-06",200741
"2021-02-07",201128
"2021-02-08",201315
"2021-02-09",201519
"2021-02-10",201688
"2021-02-11",202274
"2021-02-12",202595
"2021-02-13",202874
"2021-02-14",203284
"2021-02-15",203796
"2021-02-16",204457
"2021-02-17",204901
"2021-02-18",205566
"2021-02-19",205763
"2021-02-20",206074
"2021-02-21",206746
"2021-02-22",207338
"2021-02-23",207711
"2021-02-24",208524
"2021-02-25",209394
"2021-02-26",210268
"2021-02-27",211954
"2021-02-28",212968
"2021-03-01",214275
"2021-03-02",215749
"2021-03-03",216994
"2021-03-04",217948
"2021-03-05",219056
"2021-03-06",220549
"2021-03-07",221967
"2021-03-08",222941
"2021-03-09",224036
"2021-03-10",225538
"2021-03-11",226498
"2021-03-12",227745
"2021-03-13",229813
"2021-03-14",231546
"2021-03-15",232986
"2021-03-16",234531
"2021-03-17",235948
"2021-03-18",237080
"2021-03-19",238585
"2021-03-20",240016
"2021-03-21",241351
"2021-03-22",242194
"2021-03-23",242976
"2021-03-24",243769
"2021-03-25",244693
"2021-03-26",245608
"2021-03-27",246304
"2021-03-28",247223
"2021-03-29",247977
"2021-03-30",248784
"2021-03-31",249446
"2021-04-01",250071
"2021-04-02",250394
"2021-04-03",251006
"2021-04-04",251710
"2021-04-05",252670
"2021-04-06",253484
"2021-04-07",254891
"2021-04-08",255718
"2021-04-09",256664
"2021-04-10",257278
"2021-04-11",258239
"2021-04-12",258951
"2021-04-13",259997
"2021-04-14",260980
"2021-04-15",261823
"2021-04-16",262582
"2021-04-17",263200
"2021-04-18",263915
"2021-04-19",264242
"2021-04-20",264582
"2021-04-21",265154
"2021-04-22",265702
"2021-04-23",266693
"2021-04-24",267239
"2021-04-25",267846
"2021-04-26",268637
"2021-04-27",269722
"2021-04-28",270552
"2021-04-29",271609
"2021-04-30",273226
"2021-05-01",274719
"2021-05-02",276199
"2021-05-03",277949
"2021-05-04",278958
"2021-05-05",280117
"2021-05-06",281539
"2021-05-07",282614
"2021-05-08",283138
"2021-05-09",283587
"2021-05-10",283799
"2021-05-11",284411
"2021-05-12",287060
"2021-05-13",288285
"2021-05-14",288912
"2021-05-15",290490
"2021-05-16",291952
"2021-05-17",293006
"2021-05-18",293809
"2021-05-19",294366
"2021-05-20",295366
"2021-05-21",296340
"2021-05-22",298322
"2021-05-23",301126
"2021-05-24",302771
"2021-05-25",304546
"2021-05-26",305909
"2021-05-27",307708
"2021-05-28",309637
"2021-05-29",311238
"2021-05-30",313103
"2021-05-31",314526
"2021-06-01",316037
"2021-06-02",317545
"2021-06-03",318863
"2021-06-04",320717
"2021-06-05",322601
"2021-06-06",324522
"2021-06-07",325905
"2021-06-08",327809
"2021-06-09",329639
"2021-06-10",332054
"2021-06-11",334319
"2021-06-12",336347
"2021-06-13",338324
"2021-06-14",340454
"2021-06-15",342194
"2021-06-16",344683
"2021-06-17",346660
"2021-06-18",349290
"2021-06-19",351970
"2021-06-20",354676
"2021-06-21",358061
"2021-06-22",360244
"2021-06-23",362832
"2021-06-24",365978
"2021-06-25",369485
"2021-06-26",372629
"2021-06-27",376279
"2021-06-28",379749
"2021-06-29",383073
"2021-06-30",387699
"2021-07-01",391826
"2021-07-02",395684
"2021-07-03",399522
"2021-07-04",403458
"2021-07-05",408051
"2021-07-06",413611
"2021-07-07",421197
"2021-07-08",429472
"2021-07-09",435559
"2021-07-10",441891
"2021-07-11",446947
"2021-07-12",451408
"2021-07-13",457758
"2021-07-14",464861
"2021-07-15",476800
"2021-07-16",486823
"2021-07-17",495674
"2021-07-18",502711
"2021-07-19",511210
"2021-07-20",520366
"2021-07-21",527600
"2021-07-22",536392
"2021-07-23",545640
"2021-07-24",552606
"2021-07-25",562341
"2021-07-26",568485
"2021-07-27",575458
"2021-07-28",584270
"2021-07-29",595849
"2021-07-30",604331
"2021-07-31",613720
"2021-08-01",622730
"2021-08-02",632877
"2021-08-03",645154
"2021-08-04",654364
"2021-08-05",666714
"2021-08-06",681627
"2021-08-07",693046
"2021-08-08",705546
"2021-08-09",718265
"2021-08-10",729536
"2021-08-11",741842
"2021-08-12",756393
"2021-08-13",765023
"2021-08-14",775997
"2021-08-15",788233
"2021-08-16",799802
"2021-08-17",812387
"2021-08-18",824342
"2021-08-19",835628
"2021-08-20",847718
"2021-08-21",859886
"2021-08-22",870113
"2021-08-23",878708
"2021-08-24",891130
"2021-08-25",900718
"2021-08-26",912844
"2021-08-27",927145
"2021-08-28",938265
"2021-08-29",949530
"2021-08-30",962048
"2021-08-31",972784
"2021-09-01",982451
"2021-09-02",991892
"2021-09-03",1001007
"2021-09-04",1014050
"2021-09-05",1025447
"2021-09-06",1038408
"2021-09-07",1047974
"2021-09-08",1059776
"2021-09-09",1069103
"2021-09-10",1079541
"2021-09-11",1091811
"2021-09-12",1100842
"2021-09-13",1108726
"2021-09-14",1117295
"2021-09-15",1128885
"2021-09-16",1139342
"2021-09-17",1148557
"2021-09-18",1157923
"2021-09-19",1165648
"2021-09-20",1173112
"2021-09-21",1180981
"2021-09-22",1191096
"2021-09-23",1205875
"2021-09-24",1221395
"2021-09-25",1229143
"2021-09-26",1233720
"2021-09-27",1238358
"2021-09-28",1241813
"2021-09-29",1246986
"2021-09-30",533556
"2021-10-01",536627
"2021-10-02",539073
"2021-10-03",542034
"2021-10-04",545374
"2021-10-05",548753
"2021-10-06",551231
"2021-10-07",556084
"2021-10-08",561609
"2021-10-09",565218
"2021-10-10",568780
"2021-10-11",570996
"2021-10-12",573347
"2021-10-13",575457
"2021-10-14",578998
"2021-10-15",581451
"2021-10-16",584385
"2021-10-17",586154
"2021-10-18",615932
"2021-10-19",627830
"2021-10-20",635885
"2021-10-21",641437
"2021-10-22",646669
"2021-10-23",655752
"2021-10-24",664621
"2021-10-25",669387
"2021-10-26",673829
"2021-10-27",685971
"2021-10-28",689366
"2021-10-29",693855
"2021-10-30",704868
"2021-10-31",709580
"2021-11-01",710724
"2021-11-02",720913
"2021-11-03",724709
"2021-11-04",726709
"2021-11-05",728811
"2021-11-06",736081
"2021-11-07",739450
"2021-11-08",745122
"2021-11-09",751296
"2021-11-10",757511
"2021-11-11",761288
"2021-11-12",764034
"2021-11-13",777376
"2021-11-14",783485
"2021-11-15",1009355
"2021-11-16",802291
"2021-11-17",815035
"2021-11-18",825583
"2021-11-19",835431
"2021-11-20",850066
"2021-11-21",859366
"2021-11-22",873247
"2021-11-23",896877
"2021-11-24",917053
"2021-11-25",928313
"2021-11-26",938018
"2021-11-27",948204
"2021-11-28",959733
"2021-11-29",974980
"2021-11-30",985214
"2021-12-01",1001025
"2021-12-02",1010625
"2021-12-03",1017252
"2021-12-04",1029445
"2021-12-05",1060099
"2021-12-06",1090756
"2021-12-07",1129820
"2021-12-08",1149161
"2021-12-09",1152091
"2021-12-10",1180881
"2021-12-11",1205811
"2021-12-12",1236346
"2021-12-13",1270644
"2021-12-14",1295802
"2021-12-15",1322302
"2021-12-16",1345294
"2021-12-17",1368968
"2021-12-18",1394048
"2021-12-19",1418346
"2021-12-20",1445629
"2021-12-21",1470228
"2021-12-22",1493411
"2021-12-23",1513671
"2021-12-24",1539848
"2021-12-25",1560962
"2021-12-26",1585704
"2021-12-27",1967163
"2021-12-28",1967763
"2021-12-29",1969933
"2021-12-30",1971579
"2021-12-31",1972814
"2022-01-01",2011045
"2022-01-02",2013506
"2022-01-03",2027063
"2022-01-04",2041191
"2022-01-05",2077288
"2022-01-06",2102501
"2022-01-07",2115191
"2022-01-08",1683190
"2022-01-09",2190535
"2022-01-10",2210139
"2022-01-11",2234537
"2022-01-12",2258457
"2022-01-13",2279560
"2022-01-14",2282610
"2022-01-15",2346752
"2022-01-16",2388894
"2022-01-17",2415889
"2022-01-18",2447283
"2022-01-19",2484903
"2022-01-20",2508920
"2022-01-21",2540564
"2022-01-22",2569297
"2022-01-23",2608397
"2022-01-24",2641242
"2022-01-25",2669396
"2022-01-26",2681454
"2022-01-27",2687197
"2022-01-28",2689181
"2022-01-29",2700944
"2022-01-30",2720250
"2022-01-31",2726716
"2022-02-01",2732310
"2022-02-02",2738916
"2022-02-03",2741197
"2022-02-04",2744754
"2022-02-05",2755318
"2022-02-06",2761659
"2022-02-07",2766322
"2022-02-08",2768562
"2022-02-09",2769413
"2022-02-10",2769181
